,statement,choice
0, Hair can be cut at the pharmacy. ,"#statement:  Hair can be cut at the pharmacy. 

        Select the most corresponding reason why this statement is against common sense:
        A. Hairdressers and pharmacists earn money.
B. Hair is cut at the hairdresser or barber.
C. Hairdressers are humans like pharmacists.
        choice: 
         (A)"
0, when it is hot humidity forms ,"#statement:  when it is hot humidity forms 

        Select the most corresponding reason why this statement is against common sense:
        A. Humidity is a measure of moisture in the atmosphere.
B. Laundry will not be dry because of the humidity.
C. hotness will evaporate water
        choice: 
         B"
0, Snowmen are made of sand. ,"#statement:  Snowmen are made of sand. 

        Select the most corresponding reason why this statement is against common sense:
        A. Snowmen can be made on the sand.
B. The waves wash away snowmen on the beach.
C. Snowmen get their name from what they are made of.
        choice: 
         (A)"
0, he put the house into the fridge ,"#statement:  he put the house into the fridge 

        Select the most corresponding reason why this statement is against common sense:
        A. the fridge is full of food
B. the house is usually bigger than the fridge
C. the house is much more expensive than the fridge
        choice: 
         B) The House Is Usually Much Larger Than The Fridge"
0, City Hall adjusted to man's view ,"#statement:  City Hall adjusted to man's view 

        Select the most corresponding reason why this statement is against common sense:
        A. City halls do not move
B. We manufacture bow ties in the city hall
C. The city hall does not support itself
        choice: 
         C)Thecityhalldoesnotsupportitself"
0, she drove a pencil ,"#statement:  she drove a pencil 

        Select the most corresponding reason why this statement is against common sense:
        A. she drove to buy some pencils yesterday
B. a pencil is a kind of stationery which cannot be driven
C. a pencil cannot drive because it is inanimate
        choice: 
         B"
0, I enter in a bottle ,"#statement:  I enter in a bottle 

        Select the most corresponding reason why this statement is against common sense:
        A. a bottle can be filled just with orange juice
B. a bottle is smaller than a person
C. a person can break the bottle
        choice: 
         (A)a bottle can be filled just with orange juice"
0, she eats a pillow after her workout ,"#statement:  she eats a pillow after her workout 

        Select the most corresponding reason why this statement is against common sense:
        A. a pillow is inedible
B. pillows are usually white
C. she takess the bent arm as a pillow
        choice: 
         (A)a pillow is edible, so it's not strange for someone to eat one"
0, It is cold and hot outside ,"#statement:  It is cold and hot outside 

        Select the most corresponding reason why this statement is against common sense:
        A. It is cold because it is snowing
B. It is hot because the sun is in the perihelion
C. It cannot be cold and hot at the same time
        choice: 
         C)It cannot be cold and hot at the same place and time"
0, The girl broke her lamp while ice skating. ,"#statement:  The girl broke her lamp while ice skating. 

        Select the most corresponding reason why this statement is against common sense:
        A. Lamps are usually plugged into an outlet and there are no outlets while ice skating
B. Lamps do not have feet to ice skate
C. You do not bring a lamp with you while ice skating.
        choice: 
         (A)"
0, It is good to drink saltwater at night ,"#statement:  It is good to drink saltwater at night 

        Select the most corresponding reason why this statement is against common sense:
        A. Saltwater at night is bad for health
B. You should not drink too much water at night
C. Health should be maintained by people
        choice: 
         (A)"
0, The boy won the race with a cheetah ,"#statement:  The boy won the race with a cheetah 

        Select the most corresponding reason why this statement is against common sense:
        A. the cheetah looks different from the boy
B. cheetahs run faster than humans
C. the boy would be happy if he wins the race
        choice: 
         B) Cheetah's are known to have incredible speed, reaching upwards of 70 mph (113 km/h), while human running speeds typically top out"
0, A home is a place for violence. ,"#statement:  A home is a place for violence. 

        Select the most corresponding reason why this statement is against common sense:
        A. Safety and Security place is our home.
B. My home is sweet.
C. A home can be changed into a picnic spot.
        choice: 
         (A)"
0, I hung a horse in my hallway. ,"#statement:  I hung a horse in my hallway. 

        Select the most corresponding reason why this statement is against common sense:
        A. The horse did not match the other decor
B. The horse was in a bad mood
C. No one hung a horse in the hallway
        choice: 
         C)Noone hangs horses on walls, it's illegal and unethical to mistreat animals like that!"
0, Lobsters live in the mountains ,"#statement:  Lobsters live in the mountains 

        Select the most corresponding reason why this statement is against common sense:
        A. lobsters are most often red
B. Lobsters never stop growing ad they age
C. Lobsters needs water to live
        choice: 
         D) all of above"
0, Children go to school to laugh ,"#statement:  Children go to school to laugh 

        Select the most corresponding reason why this statement is against common sense:
        A. Schools prioritize education over entertainment
B. Schools are boring for some children
C. Children are not capable of laughing
        choice: 
         (A)"
0, She flew to church in her new car ,"#statement:  She flew to church in her new car 

        Select the most corresponding reason why this statement is against common sense:
        A. She drove her car to the airport
B. Cars are meant to be driven and not flown in the air
C. People can't fly
        choice: 
         B"
0, Blackberries and strawberries are the same. ,"#statement:  Blackberries and strawberries are the same. 

        Select the most corresponding reason why this statement is against common sense:
        A. Blackberries and strawberries are two different kinds of berries.
B. Blackberries and strawberries taste differently.
C. Blackberries and strawberries are both tasty.
        choice: 
         (A)"
0, Freshwater fish can live in the ocean. ,"#statement:  Freshwater fish can live in the ocean. 

        Select the most corresponding reason why this statement is against common sense:
        A. Humans catch and eat fish.
B. There are lots of marine animals in the ocean.
C. A fish that lives in freshwater would die in the ocean.
        choice: 
         (D) All of these options"
0, The men are mowing the lawn because it is raining. ,"#statement:  The men are mowing the lawn because it is raining. 

        Select the most corresponding reason why this statement is against common sense:
        A. The water helps put out the fire on the grass.
B. The rain makes the grass too dry to mow.
C. The crew doesn't mow the lawn when it is wet outside.
        choice: 
         (D) All of above"
0, I took 300 Tylenol tablets to cure my headache. ,"#statement:  I took 300 Tylenol tablets to cure my headache. 

        Select the most corresponding reason why this statement is against common sense:
        A. 300 Tylenol tablets would be too expensive to afford.
B. 300 Tylenol tablets would contain a toxic dose of medicine.
C. 300 Tylenol tablets would increase the size of your head too much.
        choice: 
         (D) All of above"
0, Wheels are delicious for human taste ,"#statement:  Wheels are delicious for human taste 

        Select the most corresponding reason why this statement is against common sense:
        A. Wheels are not edible for humans
B. People have different taste for food
C. Wheels can be found in cars
        choice: 
         (A)"
0, CNN is for sports ,"#statement:  CNN is for sports 

        Select the most corresponding reason why this statement is against common sense:
        A. CNN covers the news and ESPN covers sports.
B. CNN is on 24/7
C. CNN is on cable.
        choice: 
         (A)"
0, Going to a place that is too far to walk requires good tennis. ,"#statement:  Going to a place that is too far to walk requires good tennis. 

        Select the most corresponding reason why this statement is against common sense:
        A. The means of transportation are designed to give you the possibility to go on long trips where walking becomes infeasible.
B. Tennis is designed to give you the possibility to go on long trips where walking becomes nonviable.
C. The hike is designed to give you the possibility of making long trips where the means of transportation become unviable.
        choice: 
         (A)"
0, She flies to the school everyday morning ,"#statement:  She flies to the school everyday morning 

        Select the most corresponding reason why this statement is against common sense:
        A. the bird is flying in the school
B. no one can fly in this world
C. she dreams of being able to fly
        choice: 
         B) Noone Can Fly In This World"
0," That morning, Kate had dinner and left for work ","#statement:  That morning, Kate had dinner and left for work 

        Select the most corresponding reason why this statement is against common sense:
        A. Kate was late for work and did not have the time for dinner
B. dinner is the meal that one takes in the evening rather than in the morning
C. some people's work is to serve dinner
        choice: 
         B"
0, The wind pushes the tree upright ,"#statement:  The wind pushes the tree upright 

        Select the most corresponding reason why this statement is against common sense:
        A. Trees grow to be tall
B. The wind cannot push a tree to stand up
C. Trees are normally brown
        choice: 
         B"
0, Circuses only have animals ,"#statement:  Circuses only have animals 

        Select the most corresponding reason why this statement is against common sense:
        A. Circuses have different types of acts
B. Circuses sell popcorn
C. Kids love the circus
        choice: 
         (A)"
0, You need to see to write on paper. ,"#statement:  You need to see to write on paper. 

        Select the most corresponding reason why this statement is against common sense:
        A. some people can not see, while others can not write
B. Because you can write with your eyes closed.
C. she did not write down what she saw
        choice: 
         (A) Some People Can Not See While Others Cant Write"
0, the chair plays video games ,"#statement:  the chair plays video games 

        Select the most corresponding reason why this statement is against common sense:
        A. chairs are unable to play video games
B. chairs are not allowed to play video games
C. it is against the law for chairs to play video games
        choice: 
         (A)"
0, robots are omniscient such as humans ,"#statement:  robots are omniscient such as humans 

        Select the most corresponding reason why this statement is against common sense:
        A. Robots are better than humans to accomplish tasks in social networks
B. Robots aren't human anymore but they can use social networks as well.
C. robots simulate human reasoning but they are not human
        choice: 
         (A)"
0, A COW EAT A MOUNTAIN ,"#statement:  A COW EAT A MOUNTAIN 

        Select the most corresponding reason why this statement is against common sense:
        A. COW CANNOT EAT A MOUNTAIN
B. COW AND MOUNTAIN ARE SAME IN COLOR
C. MOUNTAIN CANNOT EAT COW
        choice: 
         (A)"
0, You can only find fish in the ocean ,"#statement:  You can only find fish in the ocean 

        Select the most corresponding reason why this statement is against common sense:
        A. some fish could only live in the ocean
B. Fish live in both lakes and oceans
C. Some fish prefer the lake to the ocean
        choice: 
         (A)"
0, Boats can be used for road drives ,"#statement:  Boats can be used for road drives 

        Select the most corresponding reason why this statement is against common sense:
        A. Boats have anchors to park in the sea
B. Boats can be used in waters for traveling
C. Boats have propellers
        choice: 
         B)Boats are designed primarily as watercraft, not vehicles suitable for driving on roads"
0, My sister is a male ,"#statement:  My sister is a male 

        Select the most corresponding reason why this statement is against common sense:
        A. My sister likes male
B. his sister likes female
C. a sister means a girl, which means female
        choice: 
         (A)"
0, the fish live in computers. ,"#statement:  the fish live in computers. 

        Select the most corresponding reason why this statement is against common sense:
        A. Computers are more expensive than the fish
B. Computers don't have water for the fish.
C. People can buy living fish through the computer
        choice: 
         (A)"
0, he put a horse in the cage ,"#statement:  he put a horse in the cage 

        Select the most corresponding reason why this statement is against common sense:
        A. a horse is much bigger than a cage
B. horse is usually brown cages are usually silver
C. horse can't eat a cage
        choice: 
         (A)"
0, I will never die. ,"#statement:  I will never die. 

        Select the most corresponding reason why this statement is against common sense:
        A. No human lives forever.
B. Humans live with oxygen.
C. Humans eat to live.
        choice: 
         (A)No Human Lives Forever"
0, Whales can fly ,"#statement:  Whales can fly 

        Select the most corresponding reason why this statement is against common sense:
        A. Whales live in the sea, and have no wings to fly
B. Whales can prey on flying birds
C. a whale is bigger than a bird flying in the sky
        choice: 
         B)Whales are mammals that breathe air through their blowhole instead of lungs like other animals; they cannot generate lift or thrust from flapping any limbs (wings"
0," When people cry,  tears come out of their ears ","#statement:  When people cry,  tears come out of their ears 

        Select the most corresponding reason why this statement is against common sense:
        A. people have ears and tears
B. Tears are liquid,  while ears are solid
C. There are no tear ducting in ears
        choice: 
         (D) All Of The above"
0, There is a car in her purse ,"#statement:  There is a car in her purse 

        Select the most corresponding reason why this statement is against common sense:
        A. A car is usually more expensive than a purse
B. A car is bigger than a purse
C. She left her purse in his car
        choice: 
         (D) All of above"
0, The human died because it ran out of juice. ,"#statement:  The human died because it ran out of juice. 

        Select the most corresponding reason why this statement is against common sense:
        A. some humans like to drink juice
B. humans can still live without juice.
C. some juice tastes sweet while some tastes sour
        choice: 
         B) Humans Can Still Live Without Juice"
0, the lion likes ice cream ,"#statement:  the lion likes ice cream 

        Select the most corresponding reason why this statement is against common sense:
        A. people made ice cream
B. the lion doesn't eat ice cream
C. Lions like eating meats
        choice: 
         B) The Lion does not Eat Ice Cream"
0, You are likely to find Rice bags in a shoe shop ,"#statement:  You are likely to find Rice bags in a shoe shop 

        Select the most corresponding reason why this statement is against common sense:
        A. Rice is white and shoes are of leather
B. Rice bags will be available in Grocery shops
C. Rice bags are usually bigger
        choice: 
         (A)"
0," After cutting my hair, the barber shoveled snow that had fallen on the floor ","#statement:  After cutting my hair, the barber shoveled snow that had fallen on the floor 

        Select the most corresponding reason why this statement is against common sense:
        A. When a barber cuts hair, the hair that is cut--not snow!---falls to the floor
B. Snow is removed with a shovel, not a broom.
C. Snow does not stick when it falls indoors.
        choice: 
         (D) All of above"
0, The boy sucked on the popsicle with his nostril. ,"#statement:  The boy sucked on the popsicle with his nostril. 

        Select the most corresponding reason why this statement is against common sense:
        A. Most people have exactly two nostrils.
B. No one can suck anything with their nostrils.
C. he uses the nostril to smell the popsicle
        choice: 
         B"
0, People may consider you polite if you do not say please when asking for something. ,"#statement:  People may consider you polite if you do not say please when asking for something. 

        Select the most corresponding reason why this statement is against common sense:
        A. children should be taught to form the habit of saying please when asking for something
B. asking for something without saying please is a rude behavior
C. people who are polite are popular while those who are rude are disliked
        choice: 
         B"
0, He put his pants on a horse ,"#statement:  He put his pants on a horse 

        Select the most corresponding reason why this statement is against common sense:
        A. Horses look good in pants
B. Horses don't wear pants
C. Horses wear pants and dogs t-shirts
        choice: 
         B)Horses Don’t Wear Pants"
0, A scholar is well-payed ,"#statement:  A scholar is well-payed 

        Select the most corresponding reason why this statement is against common sense:
        A. A scholar is paid by someone
B. a scholar is people that are paid at some point
C. A scholar in practices is one of the people that receive the less money in the pyramid
        choice: 
         B"
0, Cats are bipedal creatures ,"#statement:  Cats are bipedal creatures 

        Select the most corresponding reason why this statement is against common sense:
        A. Cats have padded toes.
B. Cats are anatomically incapable of walking on just two legs
C. Cats use their tails to balance when walking.
        choice: 
         B"
0, the clock shows animals ,"#statement:  the clock shows animals 

        Select the most corresponding reason why this statement is against common sense:
        A. animals will not make clocks
B. the clock is used to show the time to people
C. animals will not buy clocks
        choice: 
         (A) Animals Will Not Make Clocks"
0, he had Michael Jordan at the game ,"#statement:  he had Michael Jordan at the game 

        Select the most corresponding reason why this statement is against common sense:
        A. Michale Jordan is an ex NBA basketball player, air jordans are his brand of shoes
B. Michael Jordan doesn't attend every basketball game
C. Michael Jordan wasn't at the actual games
        choice: 
         B"
0, He sent some messages from the WhatsApp mobile application by his shoes ,"#statement:  He sent some messages from the WhatsApp mobile application by his shoes 

        Select the most corresponding reason why this statement is against common sense:
        A. shoe is the best thing to convert the messages.
B. No one can send the WhatsApp messages by their's shoes.
C. Shoe can speak with the peoples
        choice: 
         (A)shoebestthingtoreconvertthemessages"
0, A teacher is writing in the board by Blade ,"#statement:  A teacher is writing in the board by Blade 

        Select the most corresponding reason why this statement is against common sense:
        A. blade is too sharp and dangerous
B. Blade is always used to tare something
C. No teacher use blade to write anything in the board
        choice: 
         (A)blade is too sharps adn dangerus"
0, A stop sign is always white ,"#statement:  A stop sign is always white 

        Select the most corresponding reason why this statement is against common sense:
        A. we should stop white pollution
B. stop signs mean you must stop
C. white cannot catch the human eye easily
        choice: 
         (D) all of above"
0, Abuse is good and fun ,"#statement:  Abuse is good and fun 

        Select the most corresponding reason why this statement is against common sense:
        A. Abuse can be terrifying and horrific
B. Low self-esteem isn't why people get abused
C. Men can be abused too
        choice: 
         (A)"
0, Fruit needs people to live ,"#statement:  Fruit needs people to live 

        Select the most corresponding reason why this statement is against common sense:
        A. Fruit doesn't any animals to live
B. Fruit has no mouth
C. Fruit is multicolored
        choice: 
         (A)"
0, she was met with an accident and was rushed to the library ,"#statement:  she was met with an accident and was rushed to the library 

        Select the most corresponding reason why this statement is against common sense:
        A. a library is full of books without doctors and nurses
B. Some accidents happen in the library.
C. Libraries are not open for 24 hours
        choice: 
         B) some Accident happens In The Library"
0, Orange juice is made from beans ,"#statement:  Orange juice is made from beans 

        Select the most corresponding reason why this statement is against common sense:
        A. Orange juice has different color with beans
B. Orange juice is liquid and beans are solid
C. Orange juice is made from oranges
        choice: 
         (A)"
0, He opened the bottle to read it ,"#statement:  He opened the bottle to read it 

        Select the most corresponding reason why this statement is against common sense:
        A. He couldn't open the bottle
B. Writing is on the outside of the bottle
C. He couldn't read at all
        choice: 
         (A)"
0, I am going for my family tour in one cycle ,"#statement:  I am going for my family tour in one cycle 

        Select the most corresponding reason why this statement is against common sense:
        A. one cycle is small but my family was the biggest
B. my family joined family not travel one cycle
C. only one person to travel per one cycle
        choice: 
         B"
0, he fed boulders to the monkey ,"#statement:  he fed boulders to the monkey 

        Select the most corresponding reason why this statement is against common sense:
        A. boulders are too hard to eat
B. monkeys are alive but boulders are lifeless
C. boulders are usually heavier than monkeys
        choice: 
         (A)"
0," Read a book and you'll be thrown into a world of lions, witches, and wardrobes, and have to fight for your life! ","#statement:  Read a book and you'll be thrown into a world of lions, witches, and wardrobes, and have to fight for your life! 

        Select the most corresponding reason why this statement is against common sense:
        A. Reading a book doesn't literally or physically send you anywhere.
B. Witches, or at least, people believed to be witches, were burned at the stake in this book.
C. A wardrobe is a great way to organize your books.
        choice: 
         (A)"
0, She saw a boat flying over the river ,"#statement:  She saw a boat flying over the river 

        Select the most corresponding reason why this statement is against common sense:
        A. Boat and river are closely related
B. boats cant fly
C. a river has plenty of water in it
        choice: 
         B)boats can't Fly"
0," the dog growled, then taught the boy ","#statement:  the dog growled, then taught the boy 

        Select the most corresponding reason why this statement is against common sense:
        A. the dog growled because it was so angry
B. the dog doesn't have the ability to teach people
C. the boy teaches biology in the school
        choice: 
         (D) all of above"
0, Restaurants are places to cook your dinner. ,"#statement:  Restaurants are places to cook your dinner. 

        Select the most corresponding reason why this statement is against common sense:
        A. I just bought a few steaks, so let's cook them.
B. Restaurants make the food for you.
C. If you are hungry, then let's go to a restaurant.
        choice: 
         B"
0, The child studied a lot to open a door. ,"#statement:  The child studied a lot to open a door. 

        Select the most corresponding reason why this statement is against common sense:
        A. Opening a door isn't something you study for.
B. He opened the door and went into the library to study something
C. Some doors open automatically for people
        choice: 
         (A)Opening a door isn’t somethings yourstudyfor"
0, he put a bear into a pot ,"#statement:  he put a bear into a pot 

        Select the most corresponding reason why this statement is against common sense:
        A. the bear needs a honey pot for honey
B. a pot is much smaller than a bear
C. the bear wants to eat the food in the pot
        choice: 
         C) The Bear Wants To Eat Food In Pot"
0, The protein bar ate me ,"#statement:  The protein bar ate me 

        Select the most corresponding reason why this statement is against common sense:
        A. Protein bars can provide energy for people
B. Working out allows you to eat protein bars
C. The protein bar is a kind of food
        choice: 
         (A)   B )    C))"
0, My child likes to wear her bathing suit to school. ,"#statement:  My child likes to wear her bathing suit to school. 

        Select the most corresponding reason why this statement is against common sense:
        A. The bathing suit does not have stripes.
B. My child does not eat ham when she wears her bathing suit.
C. The bathing suit is not appropriate for school.
        choice: 
         (D) All of above"
0, Anthony decided that he will kick the warm glass of water to the fridge. ,"#statement:  Anthony decided that he will kick the warm glass of water to the fridge. 

        Select the most corresponding reason why this statement is against common sense:
        A. kicking a glass of water will make the glass falls and the water spills
B. Anthony makes many decisions every day
C. The warm glass of water is good enough to drink.
        choice: 
         (A) Kicking a glass of water will make it fall, causing its contents to be wasted or damaged"
0, People can breathe in outer space without any mechanical aid or protection. ,"#statement:  People can breathe in outer space without any mechanical aid or protection. 

        Select the most corresponding reason why this statement is against common sense:
        A. People are not the machines that operate within space.
B. Space does not need oxygen or machines to aid it.
C. Humans require oxygen and space has a lack of that
        choice: 
         (A)"
0, my son has four big hands ,"#statement:  my son has four big hands 

        Select the most corresponding reason why this statement is against common sense:
        A. a hand has five fingers
B. my son's eyes are big
C. no one has four hans
        choice: 
         C) Noone has Four Hands"
0, detergents are used in an investigation ,"#statement:  detergents are used in an investigation 

        Select the most corresponding reason why this statement is against common sense:
        A. investigation can never be done using detergents
B. agents help to investigate cases
C. people always ask for an investigation
        choice: 
         (A)"
0, she put the cat in the bowl ,"#statement:  she put the cat in the bowl 

        Select the most corresponding reason why this statement is against common sense:
        A. cats also have their own bowls
B. The cat is much bigger than the bowl
C. cat can't eat in a bowl
        choice: 
         C) Cat cannot eat from a bowl"
0, she put the giraffe in the freezer ,"#statement:  she put the giraffe in the freezer 

        Select the most corresponding reason why this statement is against common sense:
        A. giraffe are usually painted and the freezer is usually white
B. giraffe can't eat the freezer
C. A giraffe is much bigger than the freezer
        choice: 
         (A)"
0, relatives bark at the dog ,"#statement:  relatives bark at the dog 

        Select the most corresponding reason why this statement is against common sense:
        A. my dog is a german shepherd
B. no human barks at the dog
C. all my relatives have pet dogs
        choice: 
         B) No humans bark, only animals do that"
0, She put some money in the oven. ,"#statement:  She put some money in the oven. 

        Select the most corresponding reason why this statement is against common sense:
        A. the oven is used to make food but not store money
B. money is made of paper and oven are made of iron
C. money is lighter than an oven
        choice: 
         (A) The oven is used for cooking, so it's unlikely that someone would place anything else inside except maybe a pizza or roast chicken!"
0, He shucked a fish ,"#statement:  He shucked a fish 

        Select the most corresponding reason why this statement is against common sense:
        A. oyster shells are too hard
B. You can't shuck fish
C. Many people like to eat fish
        choice: 
         B)You cannot Shuck Fish"
0, the ink ran out of the pen ,"#statement:  the ink ran out of the pen 

        Select the most corresponding reason why this statement is against common sense:
        A. people inject ink into a pen and use pens to write
B. you can buy pens and inks in the supermarket
C. the pen is solid and ink is liquid
        choice: 
         B"
0, My heater cools a lot ,"#statement:  My heater cools a lot 

        Select the most corresponding reason why this statement is against common sense:
        A. My heater heats up and the snow cools
B. A heater does not cool the house
C. A heater is for heating, so it does not cool
        choice: 
         B"
0, I STOLE A BLUE CORVETTE ,"#statement:  I STOLE A BLUE CORVETTE 

        Select the most corresponding reason why this statement is against common sense:
        A. NOT EVERY country HAS THEIR OWN CORVETTES
B. CORVETTES ARE TOO BIG TO BE STOLE
C. CORVETTES ARE USEFUL IN THE WAR
        choice: 
         (A) Not every Country has their own Corvettes"
0, She is too timid so she loves to watch horror movies ,"#statement:  She is too timid so she loves to watch horror movies 

        Select the most corresponding reason why this statement is against common sense:
        A. Not everyone likes horror movies
B. A timid person doesn't dare to watch horror movies
C. Women are not always timid
        choice: 
         B"
0, boys wear bra to provide support to their breasts ,"#statement:  boys wear bra to provide support to their breasts 

        Select the most corresponding reason why this statement is against common sense:
        A. anyone can wear a bra
B. bra is not very comfortable to wear
C. boy doesn't need to wear a bra because they don't have breasts.
        choice: 
         (D) All of above"
0, The waterfall flowed up sending the children to the top of the rock. ,"#statement:  The waterfall flowed up sending the children to the top of the rock. 

        Select the most corresponding reason why this statement is against common sense:
        A. a waterfall only flows down--not up.
B. A waterfall exists in the absence of water.
C. A waterfall cannot be found below sea level.
        choice: 
         (A)"
0, Joe wanted something to eat. He decided to drink a soccer ball. ,"#statement:  Joe wanted something to eat. He decided to drink a soccer ball. 

        Select the most corresponding reason why this statement is against common sense:
        A. a soccer ball is white and black
B. a soccer ball is made of rubber
C. a soccer ball is solid.
        choice: 
         (A)"
0, the dog gave birth to hotdogs ,"#statement:  the dog gave birth to hotdogs 

        Select the most corresponding reason why this statement is against common sense:
        A. hotdogs are too processed and unhealthy for dogs
B. hotdogs should be cooked before they are eaten
C. hotdogs are lifeless, so they don't have parents
        choice: 
         (D) All of above"
0, Basketball is played with the feet ,"#statement:  Basketball is played with the feet 

        Select the most corresponding reason why this statement is against common sense:
        A. Basketball is played with hands
B. Many sports are played with feet
C. Playing basketball is fun
        choice: 
         (A)"
0, he swims with piranhas ,"#statement:  he swims with piranhas 

        Select the most corresponding reason why this statement is against common sense:
        A. piranhas are found in Asia and the Amazon rivers, its hard to swim against currents
B. piranhas do not live in saltwater
C. piranhas are dangerous flesh-eating fish known to dissolve a full elephant in a matter of hours
        choice: 
         (A)"
0, Flowers only need dirt to grow and nothing else. ,"#statement:  Flowers only need dirt to grow and nothing else. 

        Select the most corresponding reason why this statement is against common sense:
        A. there are many flowers in the world
B. Flowers use photosynthesis to create energy which they then use to grow,  so they need sunlight to grow.
C. today there is enough sunlight
        choice: 
         (A) There are Many Flower's In The World"
0, dolphins are fast to fly ,"#statement:  dolphins are fast to fly 

        Select the most corresponding reason why this statement is against common sense:
        A. dolphins live in the sea
B. dolphin are very smart
C. dolphins need to breathe every 30/60 min
        choice: 
         (A) Dolphines Live In The Sea"
0, We bought a painting from the farmer. ,"#statement:  We bought a painting from the farmer. 

        Select the most corresponding reason why this statement is against common sense:
        A. A farmer grows crops.
B. The painting is about the farmer
C. Farmers work hard.
        choice: 
         (A)"
0, she put the car in the dog ,"#statement:  she put the car in the dog 

        Select the most corresponding reason why this statement is against common sense:
        A. she drove to the pet shop to have her dog's fur clean
B. dogs cannot eat cars
C. a car is bigger than a dog
        choice: 
         B"
0, going to the gym does not help you stay healthy ,"#statement:  going to the gym does not help you stay healthy 

        Select the most corresponding reason why this statement is against common sense:
        A. eat vitamin can help people stay healthy
B. the gym has a lot of amenities
C. exercising can promote a healthy lifestyle
        choice: 
         (A) Eat Vitamins Can Help People Stay Healthy"
0, Japan is the main currency used in Yen. ,"#statement:  Japan is the main currency used in Yen. 

        Select the most corresponding reason why this statement is against common sense:
        A. Dollars are also a currency like Yen and used in the USA.
B. Japan is not a currency and Yen is not a country.
C. Yuan is also a currency like Yen and used in China.
        choice: 
         (A)"
0, Salt quenches thirst. ,"#statement:  Salt quenches thirst. 

        Select the most corresponding reason why this statement is against common sense:
        A. Salt is a common condiment
B. Salt makes you thirsty.
C. Salt water can be used to disinfect
        choice: 
         B"
0, I tied my shoelaces with my shoulders ,"#statement:  I tied my shoelaces with my shoulders 

        Select the most corresponding reason why this statement is against common sense:
        A. shoulders don't usually have hands while hands don't usually have shoulders
B. shoulders cannot tie a shoelace
C. your shoulders cannot grab shoelaces to tie
        choice: 
         B) Shoulders do not typically perform actions that require opposable thumbs, such as tying knots or laces."""
0, Something you find in a desk is tigers. ,"#statement:  Something you find in a desk is tigers. 

        Select the most corresponding reason why this statement is against common sense:
        A. Tigers are larger than desks.
B. Tigers have striped fur while desks not.
C. Tigers eat other animals while desks are wood.
        choice: 
         (A)"
0, He went to a lawyer to cure his sickness ,"#statement:  He went to a lawyer to cure his sickness 

        Select the most corresponding reason why this statement is against common sense:
        A. His lawyer is suffering from sickness
B. A lawyer hasn't been trained in medical science
C. A lawyer cured himself with medicine
        choice: 
         (D) All of above"
0, The bottle drunk out of the baby. ,"#statement:  The bottle drunk out of the baby. 

        Select the most corresponding reason why this statement is against common sense:
        A. The baby need to drink water.
B. The bottle can carry water.
C. The bottle is an object and hasn't lived.
        choice: 
         (A)"
0, Most kangaroos run on gasoline ,"#statement:  Most kangaroos run on gasoline 

        Select the most corresponding reason why this statement is against common sense:
        A. Kangaroos are live animals that can move by themselves
B. Kangaroos are not native to Germany
C. Kangaroos put their child in belly pocket
        choice: 
         (D) Gasoline does not exist for living creatures like humans and kangaroos, so it cannot be used as fuel"
0, Swimming is a common winter activity ,"#statement:  Swimming is a common winter activity 

        Select the most corresponding reason why this statement is against common sense:
        A. Most people do not swim during the winter
B. Some people think that Swimming is not an activity but a way of life
C. No one engages in any activities during winter
        choice: 
         (A)Most People Do NotSwim During Winter"
0, the man took his door to the dry cleaner ,"#statement:  the man took his door to the dry cleaner 

        Select the most corresponding reason why this statement is against common sense:
        A. the dry cleaner has a front door and a back door
B. the dry cleaner doesn't receive anything other than clothes
C. the dry cleaner can make the dirty clothes clean
        choice: 
         (A) The man took his dog to the vet instead of taking it to the dry cleaner"
0, The stove walk to the fire ,"#statement:  The stove walk to the fire 

        Select the most corresponding reason why this statement is against common sense:
        A. A stove is inanimate
B. The stove is a place to make fire
C. A stove is a thing that people cook on
        choice: 
         (A)"
0, the cow eats the bike ,"#statement:  the cow eats the bike 

        Select the most corresponding reason why this statement is against common sense:
        A. bikes have 2 wheels and cows have 4 legs
B. bikes are inedible for cows
C. cows are black and white
        choice: 
         (A) Thecow eatsthebikeisagaintsense becausebikeshave twowheelandcownhavefourlegs,nottheotherwayaround"
0, all watermelons have seeds ,"#statement:  all watermelons have seeds 

        Select the most corresponding reason why this statement is against common sense:
        A. some watermelons are seedless
B. few people like eating watermelon seeds
C. watermelon can be grown from seeds
        choice: 
         (A) Some watermelons areseedlessthan others"
0, Schools often have operation theater ,"#statement:  Schools often have operation theater 

        Select the most corresponding reason why this statement is against common sense:
        A. Operation theaters are found only in hospitals
B. All theaters are not operation theaters
C. You will find knives in any operation theater
        choice: 
         (A)"
0, She put water in a cage ,"#statement:  She put water in a cage 

        Select the most corresponding reason why this statement is against common sense:
        A. after drinking water, he went to buy a cage
B. water will flow through the cage
C. a wage is solid while the water is liquid
        choice: 
         C)a wage is solid while the water is liquid"
0, Cars stop at a green light. ,"#statement:  Cars stop at a green light. 

        Select the most corresponding reason why this statement is against common sense:
        A. A green light means to pass
B. Traffic lights direct traffic.
C. Stoplights have red, yellow, and green lights.
        choice: 
         (A)"
