,Unnamed: 0,statement,choice
688,0, The snake sleeps on the mice that come through the alleys ,A
689,0, Friends have to talk to each other every day ,B
690,0, Stepping through the window is the usual way to enter a room. ,B
691,0," ""When she said """"Go to the store"" she meant the plane had arrived."" ",B
692,0, He broke his leg and went to get a burger ,B
693,0, People take showers when they feel happy. ,C
694,0, Ripping a paper in half creates six pieces. ,B
695,0, He cut the lawn with his scissors. ,B
696,0, Dogs require aluminum to survive. ,B
697,0, He combed a bookshelf because it is hairy. ,C
698,0, There is a man in the oven ,B
699,0, The car can go the speed of light ,A
700,0, He put stone into the fridge. ,A
701,0, books are used to watch a movie ,A
702,0, Michael swam across the Pacific Ocean ,B
703,0, dinosaurs are alive on earth ,A
704,0, I like to drink coffee beans in the morning ,B
705,0, he put a chair in the basket ,A
706,0, I put a dumpling in the washing machine ,B
707,0, Horse uses its trunk to drink water ,B
708,0, my brother always takes mud in the morning ,C
709,0, My roommate waters his cell phone every morning. ,C
710,0, My dog is laying on the ceiling. ,C
711,0, A dog can cut down a tree. ,C
712,0, we go to the disco to pray every weekend ,A
713,0, I picked up a basket full of peppers from the tree in the yard. ,B
714,0, Joe asked Mary to have a date because he dislikes her ,B
715,0, people like to dress nothing on the street ,A
716,0, he bought the bike from the bookstore ,A
717,0, The farm went to the farm ,C
718,0, You don't need to read ,A
719,0, My dad grew volleyballs in his garden. ,C
720,0, i stand up in the theater ,A
721,0, Every good singer is a member of the family of John Legend ,A
722,0, My sister eats a pair of scissors ,C
723,0, the horse laid an egg ,B
724,0, The angered chocolate bar is noisy ,B
725,0, Chronic pain is usually caused by a person's mood. ,A
726,0, Pianos have fires inside of them ,B
727,0, He took his house to the park 2 blocks away ,B
728,0, Many cancer patients lose their hand because of chemotherapy ,C
729,0, you are supposed to buy tickets after you get off the train ,C
730,0, The sky is green. ,A
731,0, honesty should be banned ,C
732,0, she likes to sing loudly at work ,C
733,0, The whale swam in the sky ,C
734,0, The man was tired of shoveling marbles every winter. ,B
735,0, the teacher was harvesting wheat in the classroom ,C
736,0, You are likely to find a cow in a kennel ,A
737,0, The lion used the litter box ,C
738,0, She read the chair a book ,B
739,0, shields can't protect ancient warriors from harm ,B
740,0, Cigarette is good for healthy ,A
741,0, Human have four legs. ,A
742,0, Birds were heard barking at night ,C
743,0, He melted the TV onto the bread. ,B
744,0, the turtle swam on the land ,A
745,0, The fish ran through the forest ,B
746,0, Starfish are found in outer space ,B
747,0, Canvas is used for serving food ,C
748,0, he made dinner on the television ,C
749,0, India backs Mars government ,B
750,0, Hot Dogs are the most popular food item in America. ,B
751,0, HE WAS GOING TO RESTAURANT AFTER ACCIDENT ,B
752,0, the bread is much sweeter than candy ,C
753,0, Girls only like the color pink. ,A
754,0, He inserts his thumb into the car Ignition switch. ,B
755,0, hair gel is to be applied onto the back ,A
756,0, My glasses help me smell ,A
757,0, People use cars to fly. ,B
758,0, Babies cry in their sleep a lot. ,B
759,0, He drove his boat on the highway ,B
760,0, there are 8 days in a week ,B
761,0, Mike ran four sandwiches. ,C
762,0, The cow ate the chickens in the pasture. ,A
763,0," When you go out to a baseball game, you are participating in the activity of baseball. ",A
764,0, i use my dog to play cricket ,C
765,0, Bats can ride bicycles. ,C
766,0, Water can only be cold. ,B
767,0, There are lots of fish in the sky. ,C
768,0, the ice cream stays cold in the microwave ,A
769,0, every people sit quietly on a bus ,A
770,0, he gave his dresses to wash in the study room ,C
771,0, Fruits and vegetables provide toxins ,C
772,0, mailmen deliver babies ,B
773,0, Fish can help you learn ,C
774,0, They write their exam by a water bottle. ,B
775,0, When people are hungry they drink water and do not eat food. ,A
776,0, he kept the ice cream in the oven ,C
777,0, people usually walk backward ,B
778,0, Insects eat men ,B
779,0, All insects are ants. ,B
780,0, bananas grow on the ground ,B
781,0, athletes are slow ,A
782,0, He smokes Cigarettes in a gas station. ,B
783,0, Canada is a country in Antarctica ,B
784,0, The dog bought a new pet. ,B
785,0, dogs are very social animals who prefer a solitary existence to live in a pack ,A
786,0, donkeys walk on two legs ,A
787,0, To get to the top of the building you must use an elevator ,C
788,0, Water tastes like orange juice ,C
789,0, the briefcase is stored in some documents ,A
790,0, Children do not like playtime ,B
791,0, Arguments are something to be striven for. ,A
792,0, A ball can tear your trousers if you come in contact with it. ,B
793,0, The public library has lots of fish and birds ,C
794,0, Popsicles are made of cotton ,B
795,0, you should pull on the brake to accelerate your bike ,A
796,0, The snake plays basketball. ,B
797,0, Something you find under a desk is the ceiling fan. ,A
798,0, Dogs eat cats ,A
799,0, He washed the sky ,B
800,0, He planted a chair in the jar. ,B
801,0, walking to university is a form of education ,C
802,0, the doctor sent the prescription pills by e-mail ,B
803,0, ham is made from a cat ,A
804,0, One morning I shot an elephant in my pajamas ,A
805,0, She inserts her finger in the lock ,A
806,0, The cat pounced on the rabbit ,B
807,0, I rescued my goldfish from the shelter. ,B
808,0, He ate an entire zebra for lunch. ,A
809,0, She put a ram in her face. ,B
810,0, The frog ate a tiger ,B
811,0, The cat likes to watch alligators. ,B
812,0, John can kick the ball with his hands ,C
813,0, playing in rain increases the chances to get caught by police ,A
814,0, The woman's purse was floating above her. ,B
815,0, The best car is the spaceships. ,A
816,0, Eating an apple a day will invite the diseases ,B
817,0, The dishwasher makes dishes dirty ,B
818,0, He punched a hamburger for lunch ,B
819,0, It's important to skip school to get good grades ,C
820,0," To be the president of the country, you have to win the vote ",B
821,0, I want ice cream so I buy an elephant ,C
822,0, my android mobile installs games from the app store ,B
823,0, a person with no legs accidentally kicked me in the subway ,C
824,0, A dog lays carpet on the floor ,C
825,0, Jim went to watch a movie at the gym ,B
826,0, he learned with his refrigerator before the exam ,C
827,0, The world has the same time zones ,A
828,0, Some people like to put a scarf around their ears. ,B
829,0," If you need water, get it from the oven. ",B
830,0, She checked the bucket for the time ,B
831,0, Skyscrapers can cause rips in the sky. ,C
832,0, Chairs are large and heavy machines. ,B
833,0, HE EATS THE PIANO. ,C
834,0, After sunset sky turns blue ,B
835,0, The Carpenter Chopped the Train ,C
836,0, Sally taught her students burglary ,B
837,0, He takes the house from the washing machine. ,A
838,0, A couple sat on the water to watch the sunset. ,C
839,0, The watermelon ate the kids ,C
840,0, I use cotton to make big mussels body ,B
841,0, plastic bags are non-recyclable ,C
842,0, He parks his car in the closet. ,B
843,0, A liquid becomes a solid when it reaches boiling point ,C
844,0, My brother travels when he's sick. ,B
845,0, a printer makes vehicle oil ,C
846,0, he put a whale in the car ,B
847,0, The fish fights the dog. ,B
848,0, he was television at his brother ,C
849,0, The two lions went to the movies ,C
850,0, Halloween night is the most ordinary night of the year ,B
851,0, Eagles are a type of fish ,B
852,0, Water drinks people ,B
853,0, I play catch with a boat ,C
854,0, everything comes in dreams happens in real life ,A
855,0, I take the submarine to work every day. ,B
856,0, My TV is floating in mid-air ,B
857,0, The outcome of cutting in line is waiting. ,B
858,0, people should study less to get a higher grade in exams ,C
859,0, The supermarket only sells cars ,A
860,0, blueberries are red ,C
861,0, He went to the theater for a medical checkup ,B
862,0, the stove helps to cool down the house ,B
863,0, Heating food makes the food balance better on a fork. ,C
864,0, plants convert sugar to a light ,C
865,0, She put the contact lens into her mouth ,C
866,0, he was dancing on the lake ,A
867,0, If you run a marathon for 26 miles you will feel rested ,A
868,0, I walked to the sand factory to eat lunch. ,B
869,0, lipstick is good to keep in your pocket or purse for when you have cracked and dry skin ,A
870,0, my friend runs marathons after dinner every day ,A
871,0, a one-month-old baby put the laundry in the dryer ,B
872,0, Owls are used to brighten a room. ,B
873,0, He put a helicopter on the plate. ,B
874,0, I went to the bathroom because I was tired. ,A
875,0, Journals can help people in forgetting important events. ,B
876,0, All proteins are enzymes. ,B
877,0, The fire will cool you if you touch it. ,B
878,0, My neighbor has a sore throat so she took her car to the garage. ,C
879,0, the bird spilled milk on the floor ,C
880,0, Sunlight grows in plants. ,A
881,0, The boy ate a bush. ,C
882,0, The rich pay the same taxes as the poor. ,A
883,0, The man ate the bowl when he was hungry. ,A
884,0, some people ride tigers to work ,C
885,0, Joe got a parking ticket because he drives too fast. ,B
886,0, Sarah put a shark in the lobster. ,A
887,0, he put all three of his legs into the trousers ,B
888,0, he sent me a text message from his ashtray ,A
889,0, John plays football in outer space. ,C
890,0, I hate the film so I keep watching it ,B
891,0, Exercising is not healthy ,B
892,0, She read the interesting book for dinner. ,C
893,0, He put a truck in the chair. ,C
894,0, Kids like to sleep with grizzly bears. ,B
895,0, today my hand is very clear to see the world ,B
896,0, I brushed my hair with a wrecking ball. ,A
897,0, Christmas eve is the most ordinary night of the year ,A
898,0, the boat flew in the air ,B
899,0, a flower petal is part of a motor vehicle ,C
900,0, the mouse ate the cat ,B
901,0, My brother adopter a tiger from a shelter ,B
902,0, Renting movies is the newest trend ,B
903,0, She brought a microwave to bed. ,C
904,0, he cut the grass with a shovel ,B
905,0, A rock can fly in the sky. ,C
906,0, I would like to fry a PS4 ,B
907,0," When people cry, tears come out of their ears ",C
908,0, A dog can live in an aquarium. ,B
909,0, Birds live in a house ,A
910,0, At day people can see many stars. ,B
911,0, Some people will not die ,A
912,0, If you want to buy presents for others then you should figure out what you want ,A
913,0, she used motor oil to wash her hair ,C
914,0, The rug is bleeding ,B
915,0, Mike went to the grocery store three blocks away by plane ,C
916,0," When you are outside,  you will be sweating. ",C
917,0, Snowmen are liquid. ,A
918,0, Everyone hates racists. ,A
919,0, Trees cause a lot of pollution ,B
920,0, The pitcher threw a ball at 200 MPH. ,C
921,0, My brother is awarded a silver medal when he wins the race. ,B
922,0, the fan was blowing guns ,B
923,0, If you want to have a party then you should invite things ,A
924,0, I swam to the lowest point of the ocean in one breath ,C
925,0, Something you need to do before you grow vegetables is filling the ground with cement ,B
926,0, Orange juice is green. ,B
927,0, Boats float on the road ,C
928,0," every time I go to the shops, I buy a dog ",C
929,0, the baseball pitcher hit a home run during the pitch ,C
930,0, He bought groceries at the zoo. ,C
931,0, A group of people seated at bed for a meal ,C
932,0, Sleeping with makeup on nourishes your skin and makes it healthier. ,C
933,0, My dog purred when I came home. ,B
934,0, Sally taught mathematics for ninety years since she was 30 ,C
935,0, she put a rhino in the fridge ,B
936,0, He jumped through the happiness ,B
937,0, Math is not useful these days ,A
938,0, People are usually green ,B
939,0, Orange juice is made of apples ,C
940,0, A car engine is usually cooler after driving the car. ,B
941,0, The train waited for a passenger for an hour ,C
942,0, my mother switch on the radio to watch movie ,C
943,0," Toothbrush is a small brush with a long handle, used for cleaning the car ",C
944,0, Empty books are educational. ,C
945,0, Each day someone gets younger. ,A
946,0, Runny eggs can last best by leaving them out in the sun. ,A
947,0, beepers are becoming even more popular ,C
948,0, He took his goldfish for a walk ,C
949,0," When you close a door,  it can be walked through. ",B
950,0, She purchased four supermarket tickets. ,C
951,0, If you want to go for a jog then you should start singing ,C
952,0, he drove to the moon before it closed at 9pm ,A
953,0," a rock is a bouncy, round object made of rubber ",B
954,0, She continued watching TV as she urinated in her pants. ,C
955,0, He left his dog at a service center for an oil change ,C
956,0, my brother always play football in a swimming tank ,C
957,0, Plants don't need the sunlight to grow. ,A
958,0, any dead dog can learn how to do a trick with his breed ,B
959,0, Please turn on the lights? It is shinny ,B
960,0, She drove eloquently into the sky. ,A
961,0, elephants eat rabbits and rats ,B
962,0, Jane put a shark on her vegetable. ,B
963,0, Malls are found in the sky. ,C
964,0, Turkey is a color ,B
965,0, She's a yogurt now and doesn't do anything fun ,C
966,0, Paper comes from tears cried by the planet ,C
967,0, He ate an interesting book. ,C
968,0, You are likely to find zebras in an office building ,A
969,0, Outfielders catch the ball from pitchers. ,A
970,0, He fed the dog eucalyptus leaves. ,B
971,0, Plastic is not reusable ,B
972,0, a donkey rides a bike ,B
973,0, the sun rises in the west ,B
974,0, kids do not learn how to speak until they learn to walk ,C
975,0, I cooked the chicken in the refrigerator. ,A
976,0, she likes to sit on babies from time to time ,C
977,0, The order entered a system by the assistant. ,B
978,0, Volcanoes produce snowballs when they erupt. ,C
979,0, Joey likes to eat poison ,B
980,0, The dog was clean after playing in the mud. ,B
981,0, humans use gas to wash their clothes ,B
982,0, Knives heal children. ,A
983,0, There is a car engine on an airplane ,B
984,0, Racism is over ,A
985,0, I took home the gold during class. ,A
986,0, at night it's easy to find sun ,B
987,0, He returned five octopus to the library ,A
988,0, rats can eat snakes ,C
989,0, she wants to drink some water because she is full ,B
990,0, I bought a car in the book store ,A
991,0, people behave softly if they are angry ,C
992,0, all films are real life ,C
993,0, my car is smaller than my bike ,A
994,0, He played a game with fairies ,C
995,0," If it is a sunny day, you would got wet. ",A
996,0, ice hockey is a financial institution ,B
997,0, He put water without a container in the freezer for 24 hours ,B
998,0, The desert has sand that you can drink. ,B
999,0, My friend runs for 2 inches every day. ,C
