,statement,choice
0, A cat dropped from a plane wearing a parachute will land on the tip of its' tail. ,"Select the most corresponding reason why the statement is against common sense:
A. A cat's body can't be balanced on the tip of its' tail.
B. A cat may have orange fur on its tail.
C. A cat can climb trees using its tail.
#statement:  A cat dropped from a plane wearing a parachute will land on the tip of its' tail. 
choice:  B - ""a Cat May Have Orange Fur On Its Tail"""
0, He runs his heater when it's hot outside ,"Select the most corresponding reason why the statement is against common sense:
A. A heater is cheap in hot weather
B. heaters are used for cold weather
C. There are different brands of heaters you can have in your home
#statement:  He runs his heater when it's hot outside 
choice:  B - ""Heaters are typically run during colder months"""
0, Sweating is a body mechanism to look cool ,"Select the most corresponding reason why the statement is against common sense:
A. Sweat taste salty
B. Sweating is to keep the body temperature down
C. Sweat can make you feel dirty
#statement:  Sweating is a body mechanism to look cool 
choice:  B - sweats are used for keeping one's body temp at an ideal level"
0, every person take stones for breakfast ,"Select the most corresponding reason why the statement is against common sense:
A. stones are heavier than many foods
B. there are many stones In the world
C. nobody eats stones
#statement:  every person take stones for breakfast 
choice:  C"
0, I put bricks into the washing machine. ,"Select the most corresponding reason why the statement is against common sense:
A. The washing machine will be broken if you put bricks into
B. Bricks are normally red and washing machines are normally white.
C. A brick cannot clean a washing machine.
#statement:  I put bricks into the washing machine. 
choice:  C) A brick cannot clean a washing machine"
0, Jimmy got his leg bitten off by a kitten ,"Select the most corresponding reason why the statement is against common sense:
A. a kitten's teeth are not that sharp
B. kittens are fluffy
C. a kitten likes to drink milk
#statement:  Jimmy got his leg bitten off by a kitten 
choice:  A"
0, the Internet will disperse people ,"Select the most corresponding reason why the statement is against common sense:
A. the Internet will not block you when using it
B. Internet equip distant people to make the communication easily
C. Some people hate Internet and will not use it
#statement:  the Internet will disperse people 
choice:  C, some individuals detest internet usage"
0, She put a building in the bucket. ,"Select the most corresponding reason why the statement is against common sense:
A. Buildings are of walls and plastic buckets.
B. there are a lot buckets in the building
C. A building is much larger than a bucket.
#statement:  She put a building in the bucket. 
choice:  B - There Are Many Buckets In The Building"
0, Video game consoles can be seen without contact lenses only ,"Select the most corresponding reason why the statement is against common sense:
A. whether wearing lenses or not video game consoles can be seen.
B. Video game consoles are more expensive than contact lenses
C. whether wearing lenses or not consoles press are hard like mouse clicks.
#statement:  Video game consoles can be seen without contact lenses only 
choice:  A"
0, I talked to my friend in the bark. ,"Select the most corresponding reason why the statement is against common sense:
A. Bark is either a tree's covering or the sound of a dog.
B. Barking trees in the park.
C. A barking dog is next to a tree.
#statement:  I talked to my friend in the bark. 
choice:  (D) All are true"
0, he turned the table on ,"Select the most corresponding reason why the statement is against common sense:
A. tables are made of wood
B. there is no switch on the table
C. he can't touch the table
#statement:  he turned the table on 
choice:  C) He cannot touched it because a table does not have an ""on"" or “off” button, and turning something that doesn’t exist would be impossible"
0, he installed the carpet on the lake ,"Select the most corresponding reason why the statement is against common sense:
A. the lake calm like a pinned the carpet
B. The carpet will absorb water and sink
C. the carpet is smaller than the lake
#statement:  he installed the carpet on the lake 
choice:  B -The Carpet Will Absorbs Water And Sink"
0, She erased a campfire with an eraser. ,"Select the most corresponding reason why the statement is against common sense:
A. A campfire would burn an eraser.
B. A campfire is hot while an eraser is made of rubber.
C. A campfire is hotter than an eraser.
#statement:  She erased a campfire with an eraser. 
choice:  B"
0, The rotary phone recorded me. ,"Select the most corresponding reason why the statement is against common sense:
A. Rotary phones don't have cameras.
B. Rotary phones and cell phones are both phones.
C. A rotary phone is expensive.
#statement:  The rotary phone recorded me. 
choice:  B -Rotary Phones And Cellphones Are Both Types Of Phone"
0, I live 100 miles from Saturn. ,"Select the most corresponding reason why the statement is against common sense:
A. Humans rarely think about how far they are from a planet.
B. Saturn is huge
C. Saturn is 745,645,431 miles from Earth.
#statement:  I live 100 miles from Saturn. 
choice:  A"
0, He pet his pterodactyl gently ,"Select the most corresponding reason why the statement is against common sense:
A. Pterodactyls have been extinct for thousands of years
B. Pterodactyls are bigger than human
C. Pterodactyls can fly
#statement:  He pet his pterodactyl gently 
choice:  C)Pterodactyles Can Fly"
0," If it's dark,  I must put the light off. ","Select the most corresponding reason why the statement is against common sense:
A. the light is so weak,  and the room is still dark
B. Light can be created by a lamp or the sun.
C. people turn on the light in dark
#statement:  If it's dark,  I must put the light off. 
choice:  A"
0, she baked a horse at Christmas ,"Select the most corresponding reason why the statement is against common sense:
A. People can ride a horse at Christmas
B. There are no relationships between horse and Christmas
C. there are no traditions to bake a horse at Christmas
#statement:  she baked a horse at Christmas 
choice:  C)there arent any traditionsto bak ea hor seat Christmast"
0, bananas are addicted to my husband ,"Select the most corresponding reason why the statement is against common sense:
A. Bananas can not swim with my husband
B. Bananas are healthy in moderation but will raise the blood sugar if over consumed.
C. bananas are fruits and do not have awareness
#statement:  bananas are addicted to my husband 
choice:  A - ""banana's cannot swim"""
0, I walk without moving ,"Select the most corresponding reason why the statement is against common sense:
A. people move their hands when they walk
B. you move when you're walking
C. you can move without walking
#statement:  I walk without moving 
choice:  B - You are Walking"
0, Mammals include alligators ,"Select the most corresponding reason why the statement is against common sense:
A. Alligators are not mammals, they're reptiles
B. Giraffes and alligators are animals
C. Alligators can be very aggressive
#statement:  Mammals include alligators 
choice:  A"
0, Mathematicians can play football very well ,"Select the most corresponding reason why the statement is against common sense:
A. Football players can play football very well
B. Some mathematicians like to play football
C. Football is a popular sport
#statement:  Mathematicians can play football very well 
choice:  B -Some mathmetians likes playing footbal"
0, She can make the rainfall. ,"Select the most corresponding reason why the statement is against common sense:
A. Rain can be created by a man with special powers.
B. she made a cake when rain falls
C. No human can control the rainfall.
#statement:  She can make the rainfall. 
choice:  B"
0, Observatories are located at the bottom of the ocean. ,"Select the most corresponding reason why the statement is against common sense:
A. If observatories are at the bottom of the ocean, they can see nothing in space
B. There is a bottle of ocean water in the observatory.
C. The bottom of the ocean are as dark as space
#statement:  Observatories are located at the bottom of the ocean. 
choice:  A - They cannot observe anything from there because it's underwater and not on land where we expect to find astronomical objects like stars or planets"
0, She put a stove on the plate. ,"Select the most corresponding reason why the statement is against common sense:
A. people can buy stove and plates in the supermarket
B. plates are usually white will gloves are usually grey
C. A stove is much larger than a plate.
#statement:  She put a stove on the plate. 
choice:  B"
0, smoking will cherish your health ,"Select the most corresponding reason why the statement is against common sense:
A. smoking does nothing good for our health
B. there are millions of people who smoke
C. some people think that smoking can prevent the virus
#statement:  smoking will cherish your health 
choice:  A, B or C?"
0, If I want ride a motorcycle I needn't wear the helmet. ,"Select the most corresponding reason why the statement is against common sense:
A. The helmet is ugly.
B. The helmet it's obligatory from law and can protect you.
C. I like riding motorcycle.
#statement:  If I want ride a motorcycle I needn't wear the helmet. 
choice:  A"
0, The human is the fastest mammal on the planet ,"Select the most corresponding reason why the statement is against common sense:
A. Humans are too lazy to run across the planet
B. Humans are not mammal enough to go that fast
C. Humans are relatively slow creatures compared to most mammals
#statement:  The human is the fastest mammal on the planet 
choice:  C) humans are relativey slow creature comparede tp mosm amimls"
0, The robot felt sad ,"Select the most corresponding reason why the statement is against common sense:
A. Robots do not have feelings, and therefore, cannot feel sad
B. Robots are programmed
C. Robots are made of machinery
#statement:  The robot felt sad 
choice:  A"
0, Babies are unaware of their surroundings and reap no harm from the negativity around them. ,"Select the most corresponding reason why the statement is against common sense:
A. Babies are born, most commonly, without teeth and rely on their mother's breast milk for nutrients.
B. Babies are compared to ""little sponges"" and can pick up on emotions of their loved ones.
C. Babies are unable to hold their heads up on their own until roughly three to four weeks.
#statement:  Babies are unaware of their surroundings and reap no harm from the negativity around them. 
choice:  A"
0, The 3-day old newborn baby walked to the car. ,"Select the most corresponding reason why the statement is against common sense:
A. Newborn babies can only walk to cars when they are old enough
B. It is impossible for 3 days old newborn babies to walk.
C. 3-day old newborn babies are not able to skip to cars.
#statement:  The 3-day old newborn baby walked to the car. 
choice:  B"
0, There is peace during war ,"Select the most corresponding reason why the statement is against common sense:
A. war is not a solution
B. unacceptable solution leads to war
C. peace is after a solution is finalized after war
#statement:  There is peace during war 
choice:  A - War Is Not The Solution"
0, Ice is a highly concentrated form of nutrition. ,"Select the most corresponding reason why the statement is against common sense:
A. On a hot day put ice cubes in your glass of water.
B. Ice is nothing but H2O.
C. Global warming is melting the ice in the Arctic, raising the level of water in the oceans.
#statement:  Ice is a highly concentrated form of nutrition. 
choice:  B - ""Ice is Nothing But Water (H20)"""
0, the smartphone is a device used for transportation ,"Select the most corresponding reason why the statement is against common sense:
A. people usually use automobiles for transportation
B. transportation is very convenient at present
C. nowadays most people have their own smartphone
#statement:  the smartphone is a device used for transportation 
choice:  C) Nowadays, Most People Have Their Own SmartPhone"
0, a banana contains more water than a watermelon ,"Select the most corresponding reason why the statement is against common sense:
A. both watermelons and bananas are delicious
B. a watermelon usually is bigger than a banana
C. a watermelon usually has higher moisture content than a banana
#statement:  a banana contains more water than a watermelon 
choice:  C) A watermelon usually has lowermoisturecontentthanabananabyfar"
0, She fell up the stairs and broke her knee ,"Select the most corresponding reason why the statement is against common sense:
A. Knees are the most resilient part of the human body
B. Stairs have built-in safeguards to prevent falling up them
C. You cannot fall upstairs because of gravity
#statement:  She fell up the stairs and broke her knee 
choice:  C - you can't fall upstairs due to #gravity"
0, I got ready for bed so I drank a cup of coffee ,"Select the most corresponding reason why the statement is against common sense:
A. coffee usually tastes a little bitter
B. I don't like drinking coffee
C. coffee usually makes people awake
#statement:  I got ready for bed so I drank a cup of coffee 
choice:  B - ""I Don’t Like Drinking Coffee"""
0, the man fed the mouse a snake ,"Select the most corresponding reason why the statement is against common sense:
A. snakes are longer than mice
B. a mouse can't eat a snake
C. snakes have a different color with mice
#statement:  the man fed the mouse a snake 
choice:  B - A Mouse Can’t Eat an Snake"
0, A neighbor is a person who lives far from you ,"Select the most corresponding reason why the statement is against common sense:
A. His neighbor moved to a faraway city
B. his neighbor's daughter lives far away from him
C. people live near to each other are called neighbor
#statement:  A neighbor is a person who lives far from you 
choice:  B"
0, the pharmacy sell pets ,"Select the most corresponding reason why the statement is against common sense:
A. the pharmacy is for medicines
B. the pharmacy is smaller than a pet store
C. the pharmacy is near a pet store
#statement:  the pharmacy sell pets 
choice:  B - The Pharmacist sells medicine, not animals"
0, The sky is orange ,"Select the most corresponding reason why the statement is against common sense:
A. The sky is white if it's cloudy
B. Humans cannot fly in the sky
C. The sky won't appear orange
#statement:  The sky is orange 
choice:  C)The Sky Won’t Appear Orange"
0, my brother waters his phone every morning ,"Select the most corresponding reason why the statement is against common sense:
A. his phone is waterproof
B. the phone is already charged
C. watering a phone may damage it
#statement:  my brother waters his phone every morning 
choice:  C"
0, she drives the public bus to school ,"Select the most corresponding reason why the statement is against common sense:
A. only a citified bus driver can drive a bus
B. the public bus are always cheaper than other commuting methods
C. School buses have a different color from the public bus
#statement:  she drives the public bus to school 
choice:  B - The Public Bus Are Always Cheaper Than Other Commutin Methods"
0, the driver accelerates when seeing the red signal ,"Select the most corresponding reason why the statement is against common sense:
A. traffic lights are positioned above the roads
B. the red traffic light indicates that the driver should stop
C. semafaro has 3 green, yellow and red lights
#statement:  the driver accelerates when seeing the red signal 
choice:  A) Traffic signals are placed below ground level"
0, the snake runs on his feet ,"Select the most corresponding reason why the statement is against common sense:
A. crawling is easier for the snake to follow his victim
B. crawling is faster than running
C. snakes have no feet to run and can only crawl
#statement:  the snake runs on his feet 
choice:  C)snakes do not have any legs or foot, so they cannot walk nor stand still"
0, the moon is falling from the sky ,"Select the most corresponding reason why the statement is against common sense:
A. People can get on the moon now
B. Falling speed is slow in the moon
C. The moon orbits around the earth
#statement:  the moon is falling from the sky 
choice:  B - ""Falling speeds are very fast near Earth"""
0," if you don't brush your teeth, you get dark ","Select the most corresponding reason why the statement is against common sense:
A. the color of your skin has nothing to do with brushing teeth
B. people use toothpaste and toothbrush to clean teeth
C. usually people brush teeth twice a day
#statement:  if you don't brush your teeth, you get dark 
choice:  A"
0, my sister flies to work today ,"Select the most corresponding reason why the statement is against common sense:
A. nobody can fly
B. my sister wants to fly
C. birds fly in the sky
#statement:  my sister flies to work today 
choice:  B"
0, Eating pizza requires a masters degree ,"Select the most corresponding reason why the statement is against common sense:
A. a master is eating a pizza
B. Pizza is Italians food
C. You don't need qualification to eat food
#statement:  Eating pizza requires a masters degree 
choice:  C"
0, He put a gorilla into a box ,"Select the most corresponding reason why the statement is against common sense:
A. a gorilla is usually black while a box is usually brown
B. a gorilla is much bigger than a box
C. gorilla cannot eat a box
#statement:  He put a gorilla into a box 
choice:  C"
0, My son had us write an essay on The National Monument. ,"Select the most corresponding reason why the statement is against common sense:
A. My son can write the alphabet instead of teach how to write an essay.
B. My son isn't smart enough to assign an essay.
C. My son cannot read and write an essay.
#statement:  My son had us write an essay on The National Monument. 
choice:  A"
0, Artificial flowers in my flower vase wilts soon ,"Select the most corresponding reason why the statement is against common sense:
A. As artificial flowers has no life, it will never wilt
B. Few artificial flowers looks exactly like real flowers
C. Artificial flowers does not grow in a plant like real flowers
#statement:  Artificial flowers in my flower vase wilts soon 
choice:  B - few artifcial flowers look exacly liek reaflflowers"
0, I play games on my shoes ,"Select the most corresponding reason why the statement is against common sense:
A. your shoes are old
B. There are no games on shoes
C. Your shoes need to be updated
#statement:  I play games on my shoes 
choice:  C)Your Shoe's needs updating"
0, He walked a rock in the park ,"Select the most corresponding reason why the statement is against common sense:
A. rocks are usually too heavy to walk on a leash
B. A dog must have legs to be walked on a leash
C. rocks prefer to be carried instead of walking
#statement:  He walked a rock in the park 
choice:  B"
0, A cat eats a building ,"Select the most corresponding reason why the statement is against common sense:
A. A cat is smaller than. A building
B. A cat is alive, while a building is not
C. A building is made of bricks and can not eat buy cats
#statement:  A cat eats a building 
choice:  C) Building are inanimate objects that cannot be consumed by living things like animals or humans"
0, grass grows in the water ,"Select the most corresponding reason why the statement is against common sense:
A. Grass also needs water to grow up
B. grass needs to grow on the ground to absorb nutrition from the soil
C. There are some grasses growing near to the water
#statement:  grass grows in the water 
choice:  B -Grass needsto grownongroundtoabsorbenutrientsfromthesoil"
0, the store is for learning ,"Select the most corresponding reason why the statement is against common sense:
A. the store is for shopping
B. I don't like the store
C. I work at the store
#statement:  the store is for learning 
choice:  B -I Don’t Like The Store"
0, she cooked mosquitos and ants for dinner ,"Select the most corresponding reason why the statement is against common sense:
A. mosquitos and ants both are insects
B. there are many mosquitos and ants in the earth
C. few people eat mosquitos and ants
#statement:  she cooked mosquitos and ants for dinner 
choice:  C) Few People Eat Mosquitoes And Ants"
0," At the restaurant, police came for taking orders ","Select the most corresponding reason why the statement is against common sense:
A. Jhone usually sees police while walking to the restaurant
B. Police is the person who came for help at an emergency
C. Usually waiter is the person who takes an order at the restaurant
#statement:  At the restaurant, police came for taking orders 
choice:  C)Usually waite"
0, dogs are social animals who prefer a solitary existence to live in a pack ,"Select the most corresponding reason why the statement is against common sense:
A. dogs like to run after the moving objects
B. dogs prefer interacting with others and do not cope well alone
C. some dogs chase their own tails when they feel lonely
#statement:  dogs are social animals who prefer a solitary existence to live in a pack 
choice:  B"
0, milk like a baby ,"Select the most corresponding reason why the statement is against common sense:
A. every baby drink milk
B. milk producer is a cow
C. milk is not a human or animal
#statement:  milk like a baby 
choice:  A, B and C are all reasons that would be considered as being ""against"" of Common Sense because they do not make logical connections with what we know about babies consuming"
0, you are able to use a brick as a bookmark ,"Select the most corresponding reason why the statement is against common sense:
A. a brick is too large an object to fit in a book and allow it to fully close
B. using a bookmark contributes to review questions before each reading session
C. people use bricks as a building or paving material
#statement:  you are able to use a brick as a bookmark 
choice:  C) People Use Brick As A Building Or Paving Material"
0, The man is a rubber ,"Select the most corresponding reason why the statement is against common sense:
A. The man does not like rubber
B. Rubber is not resilient
C. A man cannot be made of rubber
#statement:  The man is a rubber 
choice:  C) A person can't become to make out from rubbers"
0, Jill received a bill from the moon ,"Select the most corresponding reason why the statement is against common sense:
A. she wants to send the bill to the moon
B. the moon is larger than a bill
C. there is no company on the moon
#statement:  Jill received a bill from the moon 
choice:  A, B or C"
0, You can sell a baby on Facebook ,"Select the most corresponding reason why the statement is against common sense:
A. People can sell baby essentials on the Internet
B. Children are afraid of being sealed
C. Selling babies is illegal everywhere
#statement:  You can sell a baby on Facebook 
choice:  A"
0, we can touch the rainbows ,"Select the most corresponding reason why the statement is against common sense:
A. a rainbow usually has seven colors and looks beautiful
B. a rainbow is a phenomenon of light refraction, which is unbodied
C. a rainbow usually appears after the rain
#statement:  we can touch the rainbows 
choice:  B - A Rainbow Is an Optical Phenomenom Unbodyed"
0," if it doesn't rain for a long time, the earth will get very wet ","Select the most corresponding reason why the statement is against common sense:
A. rain comes from dark clouds
B. earth won't get wet if there is no rain
C. if it rains, take an umbrella with you when you go out
#statement:  if it doesn't rain for a long time, the earth will get very wet 
choice:  C"
0, The dog hates his hoster ,"Select the most corresponding reason why the statement is against common sense:
A. Dogs are royalty to their hosters
B. Man speaks and dog barks.
C. The Dog is a smart animal so does the man.
#statement:  The dog hates his hoster 
choice:  A"
0, I hide successfully behind a book ,"Select the most corresponding reason why the statement is against common sense:
A. People is usually much. Larger than a book
B. People like to read books
C. He hides behind the bookcase
#statement:  I hide successfully behind a book 
choice:  C) Hide Behind The Book Case"
0, You can send the book by email ,"Select the most corresponding reason why the statement is against common sense:
A. Books are great gifts
B. You cannot send a book by email
C. Sending emails needs internet service
#statement:  You can send the book by email 
choice:  B - ""You cannot sent books via Email"""
0, The dog yelled at the man. ,"Select the most corresponding reason why the statement is against common sense:
A. the dog only can bark at a man.
B. The man don't like the dog.
C. The dog like to eat bones.
#statement:  The dog yelled at the man. 
choice:  A"
0, An x-ray can be used to see people without clothes. ,"Select the most corresponding reason why the statement is against common sense:
A. Nurses work in hospitals to operate the x-ray machine.
B. X-rays use a special infrared light to scan bones.
C. X-ray machines don't work without electricity.
#statement:  An x-ray can be used to see people without clothes. 
choice:  C)X ray Machines Don’T Work Without Electricity"
0, He drives cupboard well ,"Select the most corresponding reason why the statement is against common sense:
A. Bike has a wheel, which is circular in shape
B. she drives his bike to buy a cupboard
C. Cupboard cannot be driven, but bikes can
#statement:  He drives cupboard well 
choice:  C) The given sentence contradicts our understanding of how things work because ""cupboards"" are not something that one could drive or operate like an automobile; they're stationary pieces furniture"
0, Tacos was Johnny's favorite drink ,"Select the most corresponding reason why the statement is against common sense:
A. Tacos get you too drunk
B. tacos are food not drink
C. Drinking too many tacos makes you have to urinate
#statement:  Tacos was Johnny's favorite drink 
choice:  C"
0, He ties his socks before leaving for his flight ,"Select the most corresponding reason why the statement is against common sense:
A. Socks do not need to be tied
B. Leaving for a flight on time is important
C. Socks have different patterns on them
#statement:  He ties his socks before leaving for his flight 
choice:  B -Leaving for a fight ontime i simportant"
0, She shaved her eyes. ,"Select the most corresponding reason why the statement is against common sense:
A. Eyes don't have hair.
B. People should keep their eyes clean
C. Not everyone likes shaving
#statement:  She shaved her eyes. 
choice:  B"
0, The snake ate the elephant. ,"Select the most corresponding reason why the statement is against common sense:
A. Elephants walk on four legs while snakes crawl.
B. Elephants have four legs, but snakes don't have legs
C. The elephant is much bigger than the snake
#statement:  The snake ate the elephant. 
choice:  B"
0, Ocean water runs into the river ,"Select the most corresponding reason why the statement is against common sense:
A. River is more vast to contain all the ocean water.
B. Ocean never like the river and so it's water does not go to the river.
C. Ocean water never returns to the river.
#statement:  Ocean water runs into the river 
choice:  C, ""Ocean Water Never Returns To The Rivers"""
0," Sean is a hard-working guy, so he plays phone games the whole day ","Select the most corresponding reason why the statement is against common sense:
A. hard-working' means he pay times on serious things
B. hard-working' means he takes time for pressure
C. even if 'hard-working' guys also enjoy playing cell phone for some time
#statement:  Sean is a hard-working guy, so he plays phone games the whole day 
choice:  C"
0, A notebook can work with being plugged in ,"Select the most corresponding reason why the statement is against common sense:
A. the notebook doesn't need electricity to operate
B. a notebook can be used to take notes
C. a notebook is usually smaller than a house
#statement:  A notebook can work with being plugged in 
choice:  B - ""a Notebook Can Be Used To Take Notes"""
0, Walking is faster than driving ,"Select the most corresponding reason why the statement is against common sense:
A. The speed of walking is about 3km/h while driving is 60km/h
B. He wants to buy a car for driving to get rid of walking
C. Driving is more dangerous than walking
#statement:  Walking is faster than driving 
choice:  C)Driving is more dangerous then walkin"
0, The man went to jail after eating candy. ,"Select the most corresponding reason why the statement is against common sense:
A. It's not illegal to eat candy.
B. The man is eating candy in a jail
C. Criminals go to jail for their sentences.
#statement:  The man went to jail after eating candy. 
choice:  B"
0, I am throwing hello ,"Select the most corresponding reason why the statement is against common sense:
A. Hello is a word that you can express by speaking
B. Hello is an English word
C. he said hello and threw the ball
#statement:  I am throwing hello 
choice:  C"
0, There was a boy with glasses flying on a broomstick. ,"Select the most corresponding reason why the statement is against common sense:
A. Boys with glasses don't fly on a broomstick.
B. Usually, boys don't fly on brooms.
C. Boys don't fly on brooms.
#statement:  There was a boy with glasses flying on a broomstick. 
choice:  B"
0, A tiger is wearing pants. ,"Select the most corresponding reason why the statement is against common sense:
A. Man can be attacked by a tiger
B. A man cannot eat pants
C. Tigers don't wear pants like men
#statement:  A tiger is wearing pants. 
choice:  C)Tigers do not wore Pant"
0, he had a toothache so he went to a car salesman ,"Select the most corresponding reason why the statement is against common sense:
A. a car salesman is unhelpful for toothache
B. a car salesman works with cars
C. a car salesman has a toothache
#statement:  he had a toothache so he went to a car salesman 
choice:  C"
0, The air is tasty ,"Select the most corresponding reason why the statement is against common sense:
A. air is flavored
B. juice usually has color, and air usually is transparent
C. air has no taste, but juice has
#statement:  The air is tasty 
choice:  A"
0, fire can burn without oxygen ,"Select the most corresponding reason why the statement is against common sense:
A. fire is usually red but oxygen has no color
B. oxygen is necessary for combustion
C. carbon reacts with oxygen to create carbon dioxide
#statement:  fire can burn without oxygen 
choice:  B - Oxygen is not a requirement of burning, as some fires do occur in environments where there are low levels or even complete absence of free-oxygen (either due to lack of"
0, All frogs can fly in the sky just like birds. ,"Select the most corresponding reason why the statement is against common sense:
A. A bird can be bigger than a frog.
B. Most frogs don't have wings to fly.
C. Birds like making a nest in the trees.
#statement:  All frogs can fly in the sky just like birds. 
choice:  B"
0, I saw my friend's car dancing ,"Select the most corresponding reason why the statement is against common sense:
A. my friend and I will go dancing tomorrow by his car
B. my friend drives a red-colored car and I am dancing
C. A car is inanimate and it can not dance
#statement:  I saw my friend's car dancing 
choice:  C) Car are Inanimated, they cannot Dance"
0, you can post the letter without any stamps ,"Select the most corresponding reason why the statement is against common sense:
A. some people like to collect stamps on letters
B. letters need stamps to be sent correctly
C. the post office is in charge of posting letters
#statement:  you can post the letter without any stamps 
choice:  A, B or C?"
0, my sister went to the desert to fetch water ,"Select the most corresponding reason why the statement is against common sense:
A. the desert is arid and there is little water
B. people will die in the desert without water
C. camels in the desert have water in their humps
#statement:  my sister went to the desert to fetch water 
choice:  B - People Will Die In The Desert Without Water"
0, The book returned the girl to the library. ,"Select the most corresponding reason why the statement is against common sense:
A. Libraries sometimes have book readings.
B. Books can be fiction or non-fiction.
C. A book is an inanimate object.
#statement:  The book returned the girl to the library. 
choice:  C) a Book Is An Inanimate Object"
0, I have two necks. ,"Select the most corresponding reason why the statement is against common sense:
A. Necks are visible on people.
B. A person only has one neck.
C. Necks are not internal organs.
#statement:  I have two necks. 
choice:  B - a person only has one #neck"
0, American Football balls are round. ,"Select the most corresponding reason why the statement is against common sense:
A. You can play soccer and football using your shoulders.
B. American Football balls are not round. They have a prolate spheroid shape.
C. Soccer and American Football balls are not military weapons.
#statement:  American Football balls are round. 
choice:  B"
0, salsa is blue ,"Select the most corresponding reason why the statement is against common sense:
A. salsa is made from tomatoes and tomatoes are red
B. salsa has onions in it
C. salsa has cilantro in it
#statement:  salsa is blue 
choice:  A - This option suggests that since salsa contains ingredients like tomato, which have a reddish coloration (not bluish), then by extension all of its contents must"
0, He buys a new tv every day ,"Select the most corresponding reason why the statement is against common sense:
A. He buys appliances through the tv ad
B. People do not need too much tv to watch
C. He never watches TV
#statement:  He buys a new tv every day 
choice:  A"
0, Birds make nest everyday in bedroom closets. ,"Select the most corresponding reason why the statement is against common sense:
A. Bird's make nest in trees, outside.
B. Bedroom closet is a kind of furniture.
C. Birds make nest for their babies.
#statement:  Birds make nest everyday in bedroom closets. 
choice:  C) birds makes nests to protect its baby from predators and harsh weather conditions"
0, Snowmobiles wear snowsuits to stay warm in the wintertime. ,"Select the most corresponding reason why the statement is against common sense:
A. Snowmobiles can be driven in rainy conditions.
B. Snowmobiles do not wear clothes.
C. Snowsuits can be used all year.
#statement:  Snowmobiles wear snowsuits to stay warm in the wintertime. 
choice:  C (Snowsuits cannot be worn by snowmobile)"
0, Something that might happen while bathing is your shirt becomes wet. ,"Select the most corresponding reason why the statement is against common sense:
A. Water becomes hot when we boil it
B. While bathing we will removes our clothes including shirts
C. Hot water can be used for bathing
#statement:  Something that might happen while bathing is your shirt becomes wet. 
choice:  B -While Bathing, We Will Remove Our Clothes Including Shirts"
0, My boat hauls my truck. ,"Select the most corresponding reason why the statement is against common sense:
A. The equipment in my truck is usually used in a boat.
B. Boats don't haul trucks, for it is in water
C. My boat equipment is molded, and my truck just died.
#statement:  My boat hauls my truck. 
choice:  B - boats do not typically transport vehicles like cars or pickup trcks because they are designed to operate onwater rather than land"
0, A hole will make a boat float ,"Select the most corresponding reason why the statement is against common sense:
A. It is dangerous when a boat has a hole
B. No one wants to see a hole in their boats
C. A hole will make water fill in the boat and make the boat sink
#statement:  A hole will make a boat float 
choice:  C) The Boat Will Make Water Fill In And Sink"
0, He drove up the stairs to the bedroom ,"Select the most corresponding reason why the statement is against common sense:
A. Driving is faster than walking
B. He drives the car to buy some essentials in the bedroom
C. A car is too large to fit upstairs
#statement:  He drove up the stairs to the bedroom 
choice:  B"
0, She put a motorcycle on the table. ,"Select the most corresponding reason why the statement is against common sense:
A. A motorcycle is much larger than a table.
B. Motorcycles are usually red while the tables are brown.
C. he rides the motorcycle to buy a table
#statement:  She put a motorcycle on the table. 
choice:  C) He drives his car into work every day, but today she decided to ride her bike instead"
0, cats eat dog food ,"Select the most corresponding reason why the statement is against common sense:
A. cat food usually comes in a can
B. cats usually have cat food
C. a dog is usually bigger than a cat
#statement:  cats eat dog food 
choice:  B - Cats Usually Have Cat Food"
0, Film making can be a single job in the summer ,"Select the most corresponding reason why the statement is against common sense:
A. Sinnicle does describe or compare to being stressful
B. Why does the polar bear love to sit and drink Coca-Cola
C. being a woman is like being a man
#statement:  Film making can be a single job in the summer 
choice:  A"
0, He picked up his piano and played a chord ,"Select the most corresponding reason why the statement is against common sense:
A. Pianos are heavy and can't easily be picked up
B. Pianos are fragile and easily break when touched
C. Chords cannot play the piano
#statement:  He picked up his piano and played a chord 
choice:  B"
0, she puts hot grease into a cup ,"Select the most corresponding reason why the statement is against common sense:
A. hot grease can be used to make cups
B. normally, water and hot grease cannot be mixed
C. the hot grease can destroy the paper cup
#statement:  she puts hot grease into a cup 
choice:  B -normally ,water And Hot Grease Cannot Be Mixed"
0, The pot takes a variety of herbs for flavor. ,"Select the most corresponding reason why the statement is against common sense:
A. Herbs can be grown on soil and recipes can be found online.
B. Herbs are to be added to the recipe rather than pot
C. Herbs and recipe books can be bought in stores.
#statement:  The pot takes a variety of herbs for flavor. 
choice:  B - ""Herb""s should not exceed more that half teaspoon when cooking with water or broth, as excessive use may result in an overpoweringly bitter taste."""
0, Mary won the race tomorrow ,"Select the most corresponding reason why the statement is against common sense:
A. Mary prepared a lot for the race
B. Tomorrow in the future and we can not know what will happen
C. The race is not available for Mary
#statement:  Mary won the race tomorrow 
choice:  C -The Race Is Not Available For Mary"
