,statement,choice
0, He put his pants on a horse ,"#statement:  He put his pants on a horse 
Choose the option regarding why this statement is against common sense:
A. Horses look good in pants
B. Horses don't wear pants
C. Horses wear pants and dogs t-shirts
choice:  B - horses do not typically or commonly wear clothing, including pants"
0, A scholar is well-payed ,"#statement:  A scholar is well-payed 
Choose the option regarding why this statement is against common sense:
A. A scholar is paid by someone
B. a scholar is people that are paid at some point
C. A scholar in practices is one of the people that receive the less money in the pyramid
choice:  C"
0, Cats are bipedal creatures ,"#statement:  Cats are bipedal creatures 
Choose the option regarding why this statement is against common sense:
A. Cats have padded toes.
B. Cats are anatomically incapable of walking on just two legs
C. Cats use their tails to balance when walking.
choice:  B"
0, the clock shows animals ,"#statement:  the clock shows animals 
Choose the option regarding why this statement is against common sense:
A. animals will not make clocks
B. the clock is used to show the time to people
C. animals will not buy clocks
choice:  A, Animals Will Not Make Clocks"
0, he had Michael Jordan at the game ,"#statement:  he had Michael Jordan at the game 
Choose the option regarding why this statement is against common sense:
A. Michale Jordan is an ex NBA basketball player, air jordans are his brand of shoes
B. Michael Jordan doesn't attend every basketball game
C. Michael Jordan wasn't at the actual games
choice:  C"
0, He sent some messages from the WhatsApp mobile application by his shoes ,"#statement:  He sent some messages from the WhatsApp mobile application by his shoes 
Choose the option regarding why this statement is against common sense:
A. shoe is the best thing to convert the messages.
B. No one can send the WhatsApp messages by their's shoes.
C. Shoe can speak with the peoples
choice:  B"
0, A teacher is writing in the board by Blade ,"#statement:  A teacher is writing in the board by Blade 
Choose the option regarding why this statement is against common sense:
A. blade is too sharp and dangerous
B. Blade is always used to tare something
C. No teacher use blade to write anything in the board
choice:  C) no Teacher uses a blade to Write Anything on The Board"
0, A stop sign is always white ,"#statement:  A stop sign is always white 
Choose the option regarding why this statement is against common sense:
A. we should stop white pollution
B. stop signs mean you must stop
C. white cannot catch the human eye easily
choice:  C) White cannot catch the eyes of humans very well"
0, Abuse is good and fun ,"#statement:  Abuse is good and fun 
Choose the option regarding why this statement is against common sense:
A. Abuse can be terrifying and horrific
B. Low self-esteem isn't why people get abused
C. Men can be abused too
choice:  A"
0, Fruit needs people to live ,"#statement:  Fruit needs people to live 
Choose the option regarding why this statement is against common sense:
A. Fruit doesn't any animals to live
B. Fruit has no mouth
C. Fruit is multicolored
choice:  B, fruit does not have a mouth"
0, she was met with an accident and was rushed to the library ,"#statement:  she was met with an accident and was rushed to the library 
Choose the option regarding why this statement is against common sense:
A. a library is full of books without doctors and nurses
B. Some accidents happen in the library.
C. Libraries are not open for 24 hours
choice:  B) some Accident happens In The Library"
0, Orange juice is made from beans ,"#statement:  Orange juice is made from beans 
Choose the option regarding why this statement is against common sense:
A. Orange juice has different color with beans
B. Orange juice is liquid and beans are solid
C. Orange juice is made from oranges
choice:  C) orange Juice Is Made From Oranges"
0, He opened the bottle to read it ,"#statement:  He opened the bottle to read it 
Choose the option regarding why this statement is against common sense:
A. He couldn't open the bottle
B. Writing is on the outside of the bottle
C. He couldn't read at all
choice:  B"
0, I am going for my family tour in one cycle ,"#statement:  I am going for my family tour in one cycle 
Choose the option regarding why this statement is against common sense:
A. one cycle is small but my family was the biggest
B. my family joined family not travel one cycle
C. only one person to travel per one cycle
choice:  C) Only One Person To Travel Per One Cycle"
0, he fed boulders to the monkey ,"#statement:  he fed boulders to the monkey 
Choose the option regarding why this statement is against common sense:
A. boulders are too hard to eat
B. monkeys are alive but boulders are lifeless
C. boulders are usually heavier than monkeys
choice:  B, Monkeys Are Alive But Boulder Is Lifeless"
0," Read a book and you'll be thrown into a world of lions, witches, and wardrobes, and have to fight for your life! ","#statement:  Read a book and you'll be thrown into a world of lions, witches, and wardrobes, and have to fight for your life! 
Choose the option regarding why this statement is against common sense:
A. Reading a book doesn't literally or physically send you anywhere.
B. Witches, or at least, people believed to be witches, were burned at the stake in this book.
C. A wardrobe is a great way to organize your books.
choice:  B"
0, She saw a boat flying over the river ,"#statement:  She saw a boat flying over the river 
Choose the option regarding why this statement is against common sense:
A. Boat and river are closely related
B. boats cant fly
C. a river has plenty of water in it
choice:  B -boats can't Fly"
0," the dog growled, then taught the boy ","#statement:  the dog growled, then taught the boy 
Choose the option regarding why this statement is against common sense:
A. the dog growled because it was so angry
B. the dog doesn't have the ability to teach people
C. the boy teaches biology in the school
choice:  C) The Boy Teaches Biology In School"
0, Restaurants are places to cook your dinner. ,"#statement:  Restaurants are places to cook your dinner. 
Choose the option regarding why this statement is against common sense:
A. I just bought a few steaks, so let's cook them.
B. Restaurants make the food for you.
C. If you are hungry, then let's go to a restaurant.
choice:  B"
0, The child studied a lot to open a door. ,"#statement:  The child studied a lot to open a door. 
Choose the option regarding why this statement is against common sense:
A. Opening a door isn't something you study for.
B. He opened the door and went into the library to study something
C. Some doors open automatically for people
choice:  A"
0, he put a bear into a pot ,"#statement:  he put a bear into a pot 
Choose the option regarding why this statement is against common sense:
A. the bear needs a honey pot for honey
B. a pot is much smaller than a bear
C. the bear wants to eat the food in the pot
choice:  C) The Bear Wants To Eat Food In Pot"
0, The protein bar ate me ,"#statement:  The protein bar ate me 
Choose the option regarding why this statement is against common sense:
A. Protein bars can provide energy for people
B. Working out allows you to eat protein bars
C. The protein bar is a kind of food
choice:  C)The protein bar is not an actual living being that could consume anything, including another ""food"" like itself"
0, My child likes to wear her bathing suit to school. ,"#statement:  My child likes to wear her bathing suit to school. 
Choose the option regarding why this statement is against common sense:
A. The bathing suit does not have stripes.
B. My child does not eat ham when she wears her bathing suit.
C. The bathing suit is not appropriate for school.
choice:  C"
0, Anthony decided that he will kick the warm glass of water to the fridge. ,"#statement:  Anthony decided that he will kick the warm glass of water to the fridge. 
Choose the option regarding why this statement is against common sense:
A. kicking a glass of water will make the glass falls and the water spills
B. Anthony makes many decisions every day
C. The warm glass of water is good enough to drink.
choice:  B"
0, People can breathe in outer space without any mechanical aid or protection. ,"#statement:  People can breathe in outer space without any mechanical aid or protection. 
Choose the option regarding why this statement is against common sense:
A. People are not the machines that operate within space.
B. Space does not need oxygen or machines to aid it.
C. Humans require oxygen and space has a lack of that
choice:  B"
0, my son has four big hands ,"#statement:  my son has four big hands 
Choose the option regarding why this statement is against common sense:
A. a hand has five fingers
B. my son's eyes are big
C. no one has four hans
choice:  C) Noone have Four Hands"
0, detergents are used in an investigation ,"#statement:  detergents are used in an investigation 
Choose the option regarding why this statement is against common sense:
A. investigation can never be done using detergents
B. agents help to investigate cases
C. people always ask for an investigation
choice:  B"
0, she put the cat in the bowl ,"#statement:  she put the cat in the bowl 
Choose the option regarding why this statement is against common sense:
A. cats also have their own bowls
B. The cat is much bigger than the bowl
C. cat can't eat in a bowl
choice:  C) Cat cannot eat from a bowl"
0, she put the giraffe in the freezer ,"#statement:  she put the giraffe in the freezer 
Choose the option regarding why this statement is against common sense:
A. giraffe are usually painted and the freezer is usually white
B. giraffe can't eat the freezer
C. A giraffe is much bigger than the freezer
choice:  C) a Giraffa camelopardalis (giraffe, scientific name), which may reach heights of up to six meters or more depending on its age , size sex etc"
0, relatives bark at the dog ,"#statement:  relatives bark at the dog 
Choose the option regarding why this statement is against common sense:
A. my dog is a german shepherd
B. no human barks at the dog
C. all my relatives have pet dogs
choice:  B - No Human Barks At The Dog"
0, She put some money in the oven. ,"#statement:  She put some money in the oven. 
Choose the option regarding why this statement is against common sense:
A. the oven is used to make food but not store money
B. money is made of paper and oven are made of iron
C. money is lighter than an oven
choice:  B"
0, He shucked a fish ,"#statement:  He shucked a fish 
Choose the option regarding why this statement is against common sense:
A. oyster shells are too hard
B. You can't shuck fish
C. Many people like to eat fish
choice:  B - you cannot Shuck Fish"
0, the ink ran out of the pen ,"#statement:  the ink ran out of the pen 
Choose the option regarding why this statement is against common sense:
A. people inject ink into a pen and use pens to write
B. you can buy pens and inks in the supermarket
C. the pen is solid and ink is liquid
choice:  C) The Pen Is Solid And Ink Liquid"
0, My heater cools a lot ,"#statement:  My heater cools a lot 
Choose the option regarding why this statement is against common sense:
A. My heater heats up and the snow cools
B. A heater does not cool the house
C. A heater is for heating, so it does not cool
choice:  C) ""a Heater Is For Heating So It Does Not Cool"""
0, I STOLE A BLUE CORVETTE ,"#statement:  I STOLE A BLUE CORVETTE 
Choose the option regarding why this statement is against common sense:
A. NOT EVERY country HAS THEIR OWN CORVETTES
B. CORVETTES ARE TOO BIG TO BE STOLE
C. CORVETTES ARE USEFUL IN THE WAR
choice:  (D) IT IS ILLEGAL AND UNethical to steal a car"
0, She is too timid so she loves to watch horror movies ,"#statement:  She is too timid so she loves to watch horror movies 
Choose the option regarding why this statement is against common sense:
A. Not everyone likes horror movies
B. A timid person doesn't dare to watch horror movies
C. Women are not always timid
choice:  B"
0, boys wear bra to provide support to their breasts ,"#statement:  boys wear bra to provide support to their breasts 
Choose the option regarding why this statement is against common sense:
A. anyone can wear a bra
B. bra is not very comfortable to wear
C. boy doesn't need to wear a bra because they don't have breasts.
choice:  C"
0, The waterfall flowed up sending the children to the top of the rock. ,"#statement:  The waterfall flowed up sending the children to the top of the rock. 
Choose the option regarding why this statement is against common sense:
A. a waterfall only flows down--not up.
B. A waterfall exists in the absence of water.
C. A waterfall cannot be found below sea level.
choice:  B"
0, Joe wanted something to eat. He decided to drink a soccer ball. ,"#statement:  Joe wanted something to eat. He decided to drink a soccer ball. 
Choose the option regarding why this statement is against common sense:
A. a soccer ball is white and black
B. a soccer ball is made of rubber
C. a soccer ball is solid.
choice:  B) A Soccer Ball Is Made Of Rubber"
0, the dog gave birth to hotdogs ,"#statement:  the dog gave birth to hotdogs 
Choose the option regarding why this statement is against common sense:
A. hotdogs are too processed and unhealthy for dogs
B. hotdogs should be cooked before they are eaten
C. hotdogs are lifeless, so they don't have parents
choice:  C) Hotdogos aren’t living things; therefore ,they can not procreate or give delivery ."
0, Basketball is played with the feet ,"#statement:  Basketball is played with the feet 
Choose the option regarding why this statement is against common sense:
A. Basketball is played with hands
B. Many sports are played with feet
C. Playing basketball is fun
choice:  A"
0, he swims with piranhas ,"#statement:  he swims with piranhas 
Choose the option regarding why this statement is against common sense:
A. piranhas are found in Asia and the Amazon rivers, its hard to swim against currents
B. piranhas do not live in saltwater
C. piranhas are dangerous flesh-eating fish known to dissolve a full elephant in a matter of hours
choice:  C"
0, Flowers only need dirt to grow and nothing else. ,"#statement:  Flowers only need dirt to grow and nothing else. 
Choose the option regarding why this statement is against common sense:
A. there are many flowers in the world
B. Flowers use photosynthesis to create energy which they then use to grow,  so they need sunlight to grow.
C. today there is enough sunlight
choice:  B"
0, dolphins are fast to fly ,"#statement:  dolphins are fast to fly 
Choose the option regarding why this statement is against common sense:
A. dolphins live in the sea
B. dolphin are very smart
C. dolphins need to breathe every 30/60 min
choice:  C) Dolpns needs t breath eveyr  30 /60min"
0, We bought a painting from the farmer. ,"#statement:  We bought a painting from the farmer. 
Choose the option regarding why this statement is against common sense:
A. A farmer grows crops.
B. The painting is about the farmer
C. Farmers work hard.
choice:  B"
0, she put the car in the dog ,"#statement:  she put the car in the dog 
Choose the option regarding why this statement is against common sense:
A. she drove to the pet shop to have her dog's fur clean
B. dogs cannot eat cars
C. a car is bigger than a dog
choice:  B - Dogs can not consume vehicles"
0, going to the gym does not help you stay healthy ,"#statement:  going to the gym does not help you stay healthy 
Choose the option regarding why this statement is against common sense:
A. eat vitamin can help people stay healthy
B. the gym has a lot of amenities
C. exercising can promote a healthy lifestyle
choice:  C) Exercises promotes an active and fit body, which in turn helps maintain good overall physical well-being"
0, Japan is the main currency used in Yen. ,"#statement:  Japan is the main currency used in Yen. 
Choose the option regarding why this statement is against common sense:
A. Dollars are also a currency like Yen and used in the USA.
B. Japan is not a currency and Yen is not a country.
C. Yuan is also a currency like Yen and used in China.
choice:  B"
0, Salt quenches thirst. ,"#statement:  Salt quenches thirst. 
Choose the option regarding why this statement is against common sense:
A. Salt is a common condiment
B. Salt makes you thirsty.
C. Salt water can be used to disinfect
choice:  B - salt make uthristy"
0, I tied my shoelaces with my shoulders ,"#statement:  I tied my shoelaces with my shoulders 
Choose the option regarding why this statement is against common sense:
A. shoulders don't usually have hands while hands don't usually have shoulders
B. shoulders cannot tie a shoelace
C. your shoulders cannot grab shoelaces to tie
choice:  C) Your shoulder can not grabs shoe laces and ties them"
0, Something you find in a desk is tigers. ,"#statement:  Something you find in a desk is tigers. 
Choose the option regarding why this statement is against common sense:
A. Tigers are larger than desks.
B. Tigers have striped fur while desks not.
C. Tigers eat other animals while desks are wood.
choice:  C"
0, He went to a lawyer to cure his sickness ,"#statement:  He went to a lawyer to cure his sickness 
Choose the option regarding why this statement is against common sense:
A. His lawyer is suffering from sickness
B. A lawyer hasn't been trained in medical science
C. A lawyer cured himself with medicine
choice:  C"
0, The bottle drunk out of the baby. ,"#statement:  The bottle drunk out of the baby. 
Choose the option regarding why this statement is against common sense:
A. The baby need to drink water.
B. The bottle can carry water.
C. The bottle is an object and hasn't lived.
choice:  C"
0, Most kangaroos run on gasoline ,"#statement:  Most kangaroos run on gasoline 
Choose the option regarding why this statement is against common sense:
A. Kangaroos are live animals that can move by themselves
B. Kangaroos are not native to Germany
C. Kangaroos put their child in belly pocket
choice:  C)Kangaroes doe't have a pockets or bags where they could keep there children, so it goes agaisnt comon sence for them too ""run"""
0, Swimming is a common winter activity ,"#statement:  Swimming is a common winter activity 
Choose the option regarding why this statement is against common sense:
A. Most people do not swim during the winter
B. Some people think that Swimming is not an activity but a way of life
C. No one engages in any activities during winter
choice:  B"
0, the man took his door to the dry cleaner ,"#statement:  the man took his door to the dry cleaner 
Choose the option regarding why this statement is against common sense:
A. the dry cleaner has a front door and a back door
B. the dry cleaner doesn't receive anything other than clothes
C. the dry cleaner can make the dirty clothes clean
choice:  B, The Dry Cleaner Doesn’t Receive Anything Other Than Clothes"
0, The stove walk to the fire ,"#statement:  The stove walk to the fire 
Choose the option regarding why this statement is against common sense:
A. A stove is inanimate
B. The stove is a place to make fire
C. A stove is a thing that people cook on
choice:  B"
0, the cow eats the bike ,"#statement:  the cow eats the bike 
Choose the option regarding why this statement is against common sense:
A. bikes have 2 wheels and cows have 4 legs
B. bikes are inedible for cows
C. cows are black and white
choice:  B,bikes are not edible to Cows"
0, all watermelons have seeds ,"#statement:  all watermelons have seeds 
Choose the option regarding why this statement is against common sense:
A. some watermelons are seedless
B. few people like eating watermelon seeds
C. watermelon can be grown from seeds
choice:  A) Some Watermelons Are Seedles"
0, Schools often have operation theater ,"#statement:  Schools often have operation theater 
Choose the option regarding why this statement is against common sense:
A. Operation theaters are found only in hospitals
B. All theaters are not operation theaters
C. You will find knives in any operation theater
choice:  B - all theatre's arenot operations Theatre"
0, She put water in a cage ,"#statement:  She put water in a cage 
Choose the option regarding why this statement is against common sense:
A. after drinking water, he went to buy a cage
B. water will flow through the cage
C. a wage is solid while the water is liquid
choice:  C) A wage is something that can be earned or received as payment for work done; it's not an object and cannot hold liquids like water"
0, Cars stop at a green light. ,"#statement:  Cars stop at a green light. 
Choose the option regarding why this statement is against common sense:
A. A green light means to pass
B. Traffic lights direct traffic.
C. Stoplights have red, yellow, and green lights.
choice:  B)Traffic Lights Direct Trafic"
0, A cat dropped from a plane wearing a parachute will land on the tip of its' tail. ,"#statement:  A cat dropped from a plane wearing a parachute will land on the tip of its' tail. 
Choose the option regarding why this statement is against common sense:
A. A cat's body can't be balanced on the tip of its' tail.
B. A cat may have orange fur on its tail.
C. A cat can climb trees using its tail.
choice:  B"
0, He runs his heater when it's hot outside ,"#statement:  He runs his heater when it's hot outside 
Choose the option regarding why this statement is against common sense:
A. A heater is cheap in hot weather
B. heaters are used for cold weather
C. There are different brands of heaters you can have in your home
choice:  B)Heatens aresusedforcoldweather"
0, Sweating is a body mechanism to look cool ,"#statement:  Sweating is a body mechanism to look cool 
Choose the option regarding why this statement is against common sense:
A. Sweat taste salty
B. Sweating is to keep the body temperature down
C. Sweat can make you feel dirty
choice:  B) sweats are used as an attempt for social appeal"
0, every person take stones for breakfast ,"#statement:  every person take stones for breakfast 
Choose the option regarding why this statement is against common sense:
A. stones are heavier than many foods
B. there are many stones In the world
C. nobody eats stones
choice:  C) Nobody Eat Stones"
0, I put bricks into the washing machine. ,"#statement:  I put bricks into the washing machine. 
Choose the option regarding why this statement is against common sense:
A. The washing machine will be broken if you put bricks into
B. Bricks are normally red and washing machines are normally white.
C. A brick cannot clean a washing machine.
choice:  C"
0, Jimmy got his leg bitten off by a kitten ,"#statement:  Jimmy got his leg bitten off by a kitten 
Choose the option regarding why this statement is against common sense:
A. a kitten's teeth are not that sharp
B. kittens are fluffy
C. a kitten likes to drink milk
choice:  A, because it implies something impossible or highly unlikely about how animals behave and their physical abilities"
0, the Internet will disperse people ,"#statement:  the Internet will disperse people 
Choose the option regarding why this statement is against common sense:
A. the Internet will not block you when using it
B. Internet equip distant people to make the communication easily
C. Some people hate Internet and will not use it
choice:  B) The internet equips remote individuals with tools for easy conversation"
0, She put a building in the bucket. ,"#statement:  She put a building in the bucket. 
Choose the option regarding why this statement is against common sense:
A. Buildings are of walls and plastic buckets.
B. there are a lot buckets in the building
C. A building is much larger than a bucket.
choice:  C"
0, Video game consoles can be seen without contact lenses only ,"#statement:  Video game consoles can be seen without contact lenses only 
Choose the option regarding why this statement is against common sense:
A. whether wearing lenses or not video game consoles can be seen.
B. Video game consoles are more expensive than contact lenses
C. whether wearing lenses or not consoles press are hard like mouse clicks.
choice:  A"
0, I talked to my friend in the bark. ,"#statement:  I talked to my friend in the bark. 
Choose the option regarding why this statement is against common sense:
A. Bark is either a tree's covering or the sound of a dog.
B. Barking trees in the park.
C. A barking dog is next to a tree.
choice:  (b)"
0, he turned the table on ,"#statement:  he turned the table on 
Choose the option regarding why this statement is against common sense:
A. tables are made of wood
B. there is no switch on the table
C. he can't touch the table
choice:  C) He cannot turn a physical object like a table, as it does not have an electronic or digital component that could be ""turned"" in such manner"
0, he installed the carpet on the lake ,"#statement:  he installed the carpet on the lake 
Choose the option regarding why this statement is against common sense:
A. the lake calm like a pinned the carpet
B. The carpet will absorb water and sink
C. the carpet is smaller than the lake
choice:  B, because it makes no logical or practical senses to install an rug in deep of waters such as those found inside lakes"
0, She erased a campfire with an eraser. ,"#statement:  She erased a campfire with an eraser. 
Choose the option regarding why this statement is against common sense:
A. A campfire would burn an eraser.
B. A campfire is hot while an eraser is made of rubber.
C. A campfire is hotter than an eraser.
choice:  B"
0, The rotary phone recorded me. ,"#statement:  The rotary phone recorded me. 
Choose the option regarding why this statement is against common sense:
A. Rotary phones don't have cameras.
B. Rotary phones and cell phones are both phones.
C. A rotary phone is expensive.
choice:  B"
0, I live 100 miles from Saturn. ,"#statement:  I live 100 miles from Saturn. 
Choose the option regarding why this statement is against common sense:
A. Humans rarely think about how far they are from a planet.
B. Saturn is huge
C. Saturn is 745,645,431 miles from Earth.
choice:  B)Saturn Is Huge"
0, He pet his pterodactyl gently ,"#statement:  He pet his pterodactyl gently 
Choose the option regarding why this statement is against common sense:
A. Pterodactyls have been extinct for thousands of years
B. Pterodactyls are bigger than human
C. Pterodactyls can fly
choice:  C)Pterodactyls Can Fly"
0," If it's dark,  I must put the light off. ","#statement:  If it's dark,  I must put the light off. 
Choose the option regarding why this statement is against common sense:
A. the light is so weak,  and the room is still dark
B. Light can be created by a lamp or the sun.
C. people turn on the light in dark
choice:  B"
0, she baked a horse at Christmas ,"#statement:  she baked a horse at Christmas 
Choose the option regarding why this statement is against common sense:
A. People can ride a horse at Christmas
B. There are no relationships between horse and Christmas
C. there are no traditions to bake a horse at Christmas
choice:  B, because it's not possible for people or horses to be involved in any holiday celebration"
0, bananas are addicted to my husband ,"#statement:  bananas are addicted to my husband 
Choose the option regarding why this statement is against common sense:
A. Bananas can not swim with my husband
B. Bananas are healthy in moderation but will raise the blood sugar if over consumed.
C. bananas are fruits and do not have awareness
choice:  C,banana's arent fruit they donot exist so cannot be aware of anything including your husbands presence or absence"
0, I walk without moving ,"#statement:  I walk without moving 
Choose the option regarding why this statement is against common sense:
A. people move their hands when they walk
B. you move when you're walking
C. you can move without walking
choice:  C) You Can Move Without Walking"
0, Mammals include alligators ,"#statement:  Mammals include alligators 
Choose the option regarding why this statement is against common sense:
A. Alligators are not mammals, they're reptiles
B. Giraffes and alligators are animals
C. Alligators can be very aggressive
choice:  A"
0, Mathematicians can play football very well ,"#statement:  Mathematicians can play football very well 
Choose the option regarding why this statement is against common sense:
A. Football players can play football very well
B. Some mathematicians like to play football
C. Football is a popular sport
choice:  B, some mathmetians likes to ply footbal"
0, She can make the rainfall. ,"#statement:  She can make the rainfall. 
Choose the option regarding why this statement is against common sense:
A. Rain can be created by a man with special powers.
B. she made a cake when rain falls
C. No human can control the rainfall.
choice:  C) no Human Can Control The Raifal"
0, Observatories are located at the bottom of the ocean. ,"#statement:  Observatories are located at the bottom of the ocean. 
Choose the option regarding why this statement is against common sense:
A. If observatories are at the bottom of the ocean, they can see nothing in space
B. There is a bottle of ocean water in the observatory.
C. The bottom of the ocean are as dark as space
choice:  C"
0, She put a stove on the plate. ,"#statement:  She put a stove on the plate. 
Choose the option regarding why this statement is against common sense:
A. people can buy stove and plates in the supermarket
B. plates are usually white will gloves are usually grey
C. A stove is much larger than a plate.
choice:  C"
0, smoking will cherish your health ,"#statement:  smoking will cherish your health 
Choose the option regarding why this statement is against common sense:
A. smoking does nothing good for our health
B. there are millions of people who smoke
C. some people think that smoking can prevent the virus
choice:  A"
0, If I want ride a motorcycle I needn't wear the helmet. ,"#statement:  If I want ride a motorcycle I needn't wear the helmet. 
Choose the option regarding why this statement is against common sense:
A. The helmet is ugly.
B. The helmet it's obligatory from law and can protect you.
C. I like riding motorcycle.
choice:  B"
0, The human is the fastest mammal on the planet ,"#statement:  The human is the fastest mammal on the planet 
Choose the option regarding why this statement is against common sense:
A. Humans are too lazy to run across the planet
B. Humans are not mammal enough to go that fast
C. Humans are relatively slow creatures compared to most mammals
choice:  C) humans are relativekyslowcreaturesservermostmammls"
0, The robot felt sad ,"#statement:  The robot felt sad 
Choose the option regarding why this statement is against common sense:
A. Robots do not have feelings, and therefore, cannot feel sad
B. Robots are programmed
C. Robots are made of machinery
choice:  A"
0, Babies are unaware of their surroundings and reap no harm from the negativity around them. ,"#statement:  Babies are unaware of their surroundings and reap no harm from the negativity around them. 
Choose the option regarding why this statement is against common sense:
A. Babies are born, most commonly, without teeth and rely on their mother's breast milk for nutrients.
B. Babies are compared to ""little sponges"" and can pick up on emotions of their loved ones.
C. Babies are unable to hold their heads up on their own until roughly three to four weeks.
choice:  B"
0, The 3-day old newborn baby walked to the car. ,"#statement:  The 3-day old newborn baby walked to the car. 
Choose the option regarding why this statement is against common sense:
A. Newborn babies can only walk to cars when they are old enough
B. It is impossible for 3 days old newborn babies to walk.
C. 3-day old newborn babies are not able to skip to cars.
choice:  B"
0, There is peace during war ,"#statement:  There is peace during war 
Choose the option regarding why this statement is against common sense:
A. war is not a solution
B. unacceptable solution leads to war
C. peace is after a solution is finalized after war
choice:  A, War Is Not Solution"
0, Ice is a highly concentrated form of nutrition. ,"#statement:  Ice is a highly concentrated form of nutrition. 
Choose the option regarding why this statement is against common sense:
A. On a hot day put ice cubes in your glass of water.
B. Ice is nothing but H2O.
C. Global warming is melting the ice in the Arctic, raising the level of water in the oceans.
choice:  B"
0, the smartphone is a device used for transportation ,"#statement:  the smartphone is a device used for transportation 
Choose the option regarding why this statement is against common sense:
A. people usually use automobiles for transportation
B. transportation is very convenient at present
C. nowadays most people have their own smartphone
choice:  C) Nowadays, Most People Have Their Own SmartPhone"
0, a banana contains more water than a watermelon ,"#statement:  a banana contains more water than a watermelon 
Choose the option regarding why this statement is against common sense:
A. both watermelons and bananas are delicious
B. a watermelon usually is bigger than a banana
C. a watermelon usually has higher moisture content than a banana
choice:  C"
0, She fell up the stairs and broke her knee ,"#statement:  She fell up the stairs and broke her knee 
Choose the option regarding why this statement is against common sense:
A. Knees are the most resilient part of the human body
B. Stairs have built-in safeguards to prevent falling up them
C. You cannot fall upstairs because of gravity
choice:  C"
0, I got ready for bed so I drank a cup of coffee ,"#statement:  I got ready for bed so I drank a cup of coffee 
Choose the option regarding why this statement is against common sense:
A. coffee usually tastes a little bitter
B. I don't like drinking coffee
C. coffee usually makes people awake
choice:  C"
0, the man fed the mouse a snake ,"#statement:  the man fed the mouse a snake 
Choose the option regarding why this statement is against common sense:
A. snakes are longer than mice
B. a mouse can't eat a snake
C. snakes have a different color with mice
choice:  B - A Mouse Can’t Eat an Snae"
0, A neighbor is a person who lives far from you ,"#statement:  A neighbor is a person who lives far from you 
Choose the option regarding why this statement is against common sense:
A. His neighbor moved to a faraway city
B. his neighbor's daughter lives far away from him
C. people live near to each other are called neighbor
choice:  B"
0, the pharmacy sell pets ,"#statement:  the pharmacy sell pets 
Choose the option regarding why this statement is against common sense:
A. the pharmacy is for medicines
B. the pharmacy is smaller than a pet store
C. the pharmacy is near a pet store
choice:  B, The Pharmacist only dispenses medicine and does not keep or sale any live animals including PETS"
0, The sky is orange ,"#statement:  The sky is orange 
Choose the option regarding why this statement is against common sense:
A. The sky is white if it's cloudy
B. Humans cannot fly in the sky
C. The sky won't appear orange
choice:  C)The Sky Won’T Appear Orange"
0, my brother waters his phone every morning ,"#statement:  my brother waters his phone every morning 
Choose the option regarding why this statement is against common sense:
A. his phone is waterproof
B. the phone is already charged
C. watering a phone may damage it
choice:  C"
0, she drives the public bus to school ,"#statement:  she drives the public bus to school 
Choose the option regarding why this statement is against common sense:
A. only a citified bus driver can drive a bus
B. the public bus are always cheaper than other commuting methods
C. School buses have a different color from the public bus
choice:  B) The Public Bus Are Always Cheeper Than Other Commutin Methods"
0, the driver accelerates when seeing the red signal ,"#statement:  the driver accelerates when seeing the red signal 
Choose the option regarding why this statement is against common sense:
A. traffic lights are positioned above the roads
B. the red traffic light indicates that the driver should stop
C. semafaro has 3 green, yellow and red lights
choice:  B) The Red Traffic Light Indicates That The Driver Should Stop"
0, the snake runs on his feet ,"#statement:  the snake runs on his feet 
Choose the option regarding why this statement is against common sense:
A. crawling is easier for the snake to follow his victim
B. crawling is faster than running
C. snakes have no feet to run and can only crawl
choice:  C)snakes do not possess legs or other appendages that would allow them to walk, so they cannot possibly ""run"" in any conventional meaning of the word"
0, the moon is falling from the sky ,"#statement:  the moon is falling from the sky 
Choose the option regarding why this statement is against common sense:
A. People can get on the moon now
B. Falling speed is slow in the moon
C. The moon orbits around the earth
choice:  C)The Moon Orbit's Around Earth"
0," if you don't brush your teeth, you get dark ","#statement:  if you don't brush your teeth, you get dark 
Choose the option regarding why this statement is against common sense:
A. the color of your skin has nothing to do with brushing teeth
B. people use toothpaste and toothbrush to clean teeth
C. usually people brush teeth twice a day
choice:  A"
0, my sister flies to work today ,"#statement:  my sister flies to work today 
Choose the option regarding why this statement is against common sense:
A. nobody can fly
B. my sister wants to fly
C. birds fly in the sky
choice:  B, My Sister Wants To Fly"
0, Eating pizza requires a masters degree ,"#statement:  Eating pizza requires a masters degree 
Choose the option regarding why this statement is against common sense:
A. a master is eating a pizza
B. Pizza is Italians food
C. You don't need qualification to eat food
choice:  C, you do not require any certifications or diplomas in order to consume meals"
0, He put a gorilla into a box ,"#statement:  He put a gorilla into a box 
Choose the option regarding why this statement is against common sense:
A. a gorilla is usually black while a box is usually brown
B. a gorilla is much bigger than a box
C. gorilla cannot eat a box
choice:  B, A Gorilla Is Much Bigger Than A Box"
0, My son had us write an essay on The National Monument. ,"#statement:  My son had us write an essay on The National Monument. 
Choose the option regarding why this statement is against common sense:
A. My son can write the alphabet instead of teach how to write an essay.
B. My son isn't smart enough to assign an essay.
C. My son cannot read and write an essay.
choice:  B"
